extract_label,band,year,day,Capture_Date,state,telo_nb,box_nb,cell_nb,study_c,study_d,study_e,study_f,prnt_knwn,in_rrbs,used_conc,used_260_280,used_260_230
T_001,263114002,2016,138,17-May-16,NY,,6,D5,1,1,1,0,,yes,19.2,1.97,1.4
T_002,263113716,2016,143,22-May-16,NY,,6,F3,1,1,1,0,,yes,7.6,2.07,1.05
T_003,240150273,2016,144,23-May-16,NY,,6,D8,1,1,1,0,,no,24.5,1.86,1.55
T_004,262125706,2016,140,19-May-16,NY,,2,A1,1,1,0,0,,yes,24.6,1.97,1.79
T_005,259122567,2016,141,20-May-16,NY,,2,A4,1,1,0,0,,yes,21.6,2.02,1.77
T_006,263113715,2016,142,21-May-16,NY,,2,A7,1,1,0,0,,yes,4.3,1.76,0.58
T_007,240150270,2016,143,22-May-16,NY,,2,A9,1,1,0,0,,yes,7.9,3.34,0.94
T_008,262125801,2016,143,22-May-16,NY,,2,B1,1,1,0,0,,no,9,1.71,0.75
T_009,259122567,2015,139,19-May-15,NY,,5,A3,1,1,0,0,,yes,7.7,1.93,1.12
T_010,262126127,2015,140,20-May-15,NY,,5,A5,1,1,0,0,,yes,20.9,2.03,1.38
T_011,263113705,2015,140,20-May-15,NY,,5,B4,1,1,0,0,,no,31.4,1.76,1.79
T_012,263113706,2015,140,20-May-15,NY,,5,B9,1,1,0,0,,yes,10.1,2.01,0.96
T_013,262125801,2015,140,20-May-15,NY,,5,C2,1,1,0,0,,yes,4.4,2.19,0.46
T_014,240151526,2015,140,20-May-15,NY,,5,C8,1,1,0,0,,yes,3.5,3.3,0.87
T_015,263113709,2015,140,20-May-15,NY,,5,D3,1,1,0,0,,yes,4.6,3.5,0.73
T_016,262125706,2015,141,21-May-15,NY,,5,A7,1,1,0,0,,yes,6.4,2.55,0.46
T_017,240150273,2015,142,22-May-15,NY,,5,B2,1,1,0,0,,yes,7.3,1.73,1.25
T_018,263113716,2015,142,22-May-15,NY,,5,C4,1,1,0,0,,yes,20.3,2.01,1.77
T_019,240150270,2015,142,22-May-15,NY,,5,C6,1,1,0,0,,yes,3,-700,0.37
T_020,263113715,2015,142,22-May-15,NY,,5,D7,1,1,0,0,,yes,48.3,1.75,1.95
T_021,263113714,2015,142,22-May-15,NY,,5,E1,1,1,0,0,,yes,9.5,2.59,1.28
T_022,263113718,2015,144,24-May-15,NY,,5,B6,1,1,0,0,,yes,27.9,1.9,1.7
T_023,240150278,2015,145,25-May-15,NY,,5,A9,1,1,0,0,,yes,12,2.68,0.79
T_024,263113720,2015,145,25-May-15,NY,,5,D1,1,1,0,0,,yes,18.3,1.89,1.6
T_025,263113722,2015,145,25-May-15,NY,,5,F2,1,1,0,0,,yes,5.8,1.71,0.61
T_026,222154848,2015,155,4-Jun-15,NY,,5,D9,1,1,0,0,,no,16.3,1.93,0.93
T_027,263114002,2015,168,17-Jun-15,NY,,5,A1,1,1,0,0,,no,14.3,1.53,0.73
T_028,263113903,2015,176,25-Jun-15,NY,,5,D5,1,1,0,0,,yes,6.1,2.04,0.83
T_029,263113709,2016,139,18-May-16,NY,,6,F6,1,1,0,0,,yes,27.2,2.08,1.91
T_030,263113734,2016,141,20-May-16,NY,,6,F1,1,1,0,0,,yes,4.6,3.64,1.06
T_031,263113706,2016,141,20-May-16,NY,,6,F2,1,1,0,0,,yes,21.6,2.15,1.22
T_032,263113714,2016,141,20-May-16,NY,,6,F9,1,1,0,0,,yes,31.2,1.97,1.44
T_033,263113718,2016,142,21-May-16,NY,,6,D9,1,1,0,0,,yes,22.4,1.91,1.6
T_034,240151526,2016,142,21-May-16,NY,,6,F4,1,1,0,0,,no,11.9,1.72,1.45
T_035,263113722,2016,143,22-May-16,NY,,6,G1,1,1,0,0,,yes,14.7,1.89,1.23
T_036,263113903,2016,144,23-May-16,NY,,6,F7,1,1,0,0,,yes,5.8,2.45,0.94
T_037,222154848,2016,144,23-May-16,NY,,6,F8,1,1,0,0,,yes,9.5,1.76,0.9
T_038,240150278,2016,146,25-May-16,NY,,6,D7,1,1,0,0,,yes,22.8,2.07,1.48
T_039,262125559,2016,153,1-Jun-16,NY,,6,G2,1,1,0,0,,no,17.1,1.72,0.65
T_040,262126127,2016,157,5-Jun-16,NY,,6,D6,1,1,0,0,,yes,12.3,1.91,0.73
T_041,263114336,2016,162,10-Jun-16,NY,,6,G3,1,1,0,0,,no,17,1.8,1.21
T_042,263114336,2015,178,27-Jun-15,NY,,6,A8,1,1,0,0,,no,20.1,1.7,1.63
T_043,263113901,2015,136,16-May-15,NY,,5,H7,1,0,0,0,,yes,7.4,2.18,1.21
T_044,263113702,2015,138,18-May-15,NY,,5,H1,1,0,0,0,,yes,4,1.73,0.63
T_045,222153407,2015,138,18-May-15,NY,,5,H9,1,0,0,0,,yes,14.7,1.73,1.35
T_046,263113703,2015,139,19-May-15,NY,,5,G3,1,0,0,0,,yes,7.1,1.57,0.81
T_047,263113704,2015,139,19-May-15,NY,,5,I2,1,0,0,0,,yes,5.8,2.02,0.92
T_048,240150280,2015,140,20-May-15,NY,,5,F5,1,0,0,0,,yes,27.8,1.92,1.81
T_049,222154163,2015,140,20-May-15,NY,,5,G2,1,0,0,0,,yes,34.9,1.77,1.77
T_050,240150566,2015,137,17-May-15,NY,,5,G8,1,0,0,0,,yes,4.3,1.76,0.62
T_051,263113710,2015,141,21-May-15,NY,,5,F9,1,0,0,0,,yes,12.7,1.72,0.85
T_052,240150281,2015,141,21-May-15,NY,,5,H4,1,0,0,0,,yes,18.3,1.7,0.74
T_053,263113712,2015,142,22-May-15,NY,,5,G4,1,0,0,0,,yes,3,1.72,0.5
T_054,263113713,2015,142,22-May-15,NY,,5,G5,1,0,0,0,,yes,4,2.32,0.62
T_055,263113717,2015,142,22-May-15,NY,,5,H2,1,0,0,0,,yes,15.8,1.78,1.75
T_056,240150287,2015,145,25-May-15,NY,,5,F6,1,0,0,0,,yes,8.9,2,1.08
T_057,240150269,2015,145,25-May-15,NY,,5,F8,1,0,0,0,,yes,3.7,2.61,0.55
T_058,263113719,2015,145,25-May-15,NY,,5,G6,1,0,0,0,,yes,9.1,2.05,1.07
T_059,263113723,2015,146,26-May-15,NY,,5,H6,1,0,0,0,,yes,18.9,1.7,1.01
T_060,263113725,2015,147,27-May-15,NY,,5,I1,1,0,0,0,,no,20.9,1.78,1.31
T_061,259122567,2015,150,30-May-15,NY,,5,A4,1,0,0,0,,yes,12.5,1.92,0.94
T_062,262125801,2015,150,30-May-15,NY,,5,C3,1,0,0,0,,no,19.4,1.76,0.96
T_063,240151526,2015,150,30-May-15,NY,,5,C9,1,0,0,0,,no,7,1.51,0.65
T_064,262126035,2015,150,30-May-15,NY,,5,H3,1,0,0,0,,no,21.8,1.44,0.67
T_065,263113902,2015,154,3-Jun-15,NY,,5,G1,1,0,0,0,,no,30.8,1.55,0.77
T_066,262126127,2015,155,4-Jun-15,NY,,5,A6,1,0,0,0,,yes,10.9,2.48,1.44
T_067,263113705,2015,155,4-Jun-15,NY,,5,B5,1,0,0,0,,no,14.9,1.72,0.72
T_068,263113706,2015,155,4-Jun-15,NY,,5,C1,1,0,0,0,,yes,24.9,1.88,1.11
T_069,240150270,2015,155,4-Jun-15,NY,,5,C7,1,0,0,0,,yes,16.2,1.91,1.16
T_070,263113709,2015,155,4-Jun-15,NY,,5,D4,1,0,0,0,,yes,15.3,2.28,1.39
T_071,263113715,2015,155,4-Jun-15,NY,,5,D8,1,0,0,0,,yes,5.3,2.5,0.51
T_072,263113714,2015,155,4-Jun-15,NY,,5,F1,1,0,0,0,,yes,8.6,2.05,0.85
T_073,262125512,2015,155,4-Jun-15,NY,,5,G9,1,0,0,0,,yes,22.8,1.71,1.6
T_074,262125706,2015,156,5-Jun-15,NY,,5,A8,1,0,0,0,,yes,23.1,2.06,1.46
T_075,240150278,2015,156,5-Jun-15,NY,,5,B1,1,0,0,0,,yes,24,2.03,1.66
T_076,240150273,2015,156,5-Jun-15,NY,,5,B3,1,0,0,0,,no,20.4,1.57,0.91
T_077,263113718,2015,156,5-Jun-15,NY,,5,B7,1,0,0,0,,yes,8.9,2.32,1.02
T_078,263113716,2015,156,5-Jun-15,NY,,5,C5,1,0,0,0,,yes,6.2,2.5,1.08
T_079,262125916,2015,157,6-Jun-15,NY,,5,F4,1,0,0,0,,yes,5.4,2.2,0.83
T_080,263113720,2015,157,6-Jun-15,NY,,5,D2,1,0,0,0,,yes,7,1.67,1.1
T_081,263113722,2015,157,6-Jun-15,NY,,5,F3,1,0,0,0,,yes,33.8,1.58,1.33
T_082,263113988,2015,165,14-Jun-15,NY,,5,I4,1,0,0,0,,yes,5.1,1.92,0.52
T_083,263114306,2015,167,16-Jun-15,NY,,5,F7,1,0,0,0,,yes,4.9,1.96,0.85
T_084,263113724,2015,167,16-Jun-15,NY,,5,I3,1,0,0,0,,no,16.8,1.61,1.13
T_085,263113731,2015,168,17-Jun-15,NY,,5,G7,1,0,0,0,,no,32.9,1.86,1.44
T_086,263113734,2015,171,20-Jun-15,NY,,5,B8,1,0,0,0,,yes,12.8,1.91,1.11
T_087,262125888,2015,173,22-Jun-15,NY,,5,H5,1,0,0,0,,yes,45.3,1.93,1.92
T_088,263114002,2015,179,28-Jun-15,NY,,5,A2,1,0,0,0,,no,11.6,1.93,0.94
T_089,263114339,2015,179,28-Jun-15,NY,,5,H8,1,0,0,0,,yes,19,2.09,1.46
T_090,263113903,2015,187,6-Jul-15,NY,,5,D6,1,0,0,0,,yes,5.5,1.9,1.12
T_091,263113701,2015,137,17-May-15,NY,,6,A3,1,0,0,0,,yes,49.7,1.84,1.9
T_092,263113721,2015,145,25-May-15,NY,,6,A4,1,0,0,0,,yes,7,1.4,0.95
T_093,262126026,2015,147,27-May-15,NY,,6,A2,1,0,0,0,,yes,54.9,1.54,0.79
T_094,263113730,2015,150,30-May-15,NY,,6,A5,1,0,0,0,,yes,7.9,2.28,0.97
T_095,263114321,2015,171,20-Jun-15,NY,,6,A6,1,0,0,0,,yes,50.7,1.83,1.73
T_096,263114336,2015,175,24-Jun-15,NY,,6,A9,1,0,0,0,,no,25.1,1.74,1.18
T_097,262125559,2015,178,27-Jun-15,NY,,6,A7,1,0,0,0,,no,27.6,1.83,1.26
T_098,272107016,2017,139,19-May-17,NY,,6,G4,0,1,0,0,,no,28.2,1.58,0.74
T_099,263113706,2017,140,20-May-17,NY,,6,G5,0,1,0,0,,no,64.7,1.51,0.76
T_100,263113714,2017,142,22-May-17,NY,,6,G6,0,1,0,0,,no,9.5,1.63,0.72
T_101,263114002,2017,142,22-May-17,NY,,6,G7,0,1,0,0,,no,7.1,1.73,0.9
T_102,240150270,2017,143,23-May-17,NY,,6,G8,0,1,0,0,,no,23.6,1.59,0.74
T_103,259122567,2017,144,24-May-17,NY,,6,G9,0,1,0,0,,no,8.4,1.57,0.89
T_104,239159871,2017,145,25-May-17,NY,,6,H1,0,1,0,0,,no,6.1,1.42,0.95
T_105,185146896,2017,145,25-May-17,NY,,6,H2,0,1,0,0,,no,16.6,1.89,1.51
T_106,263113715,2017,145,25-May-17,NY,,6,H3,0,1,0,0,,no,39.7,1.5,0.71
T_107,185146896,2016,146,25-May-16,NY,,6,C8,0,1,0,0,,no,12.1,1.54,0.7
T_108,262125490,2017,146,26-May-17,NY,,6,H4,0,1,0,0,,no,10.2,1.57,0.94
T_109,88004754,2017,146,26-May-17,NY,,6,H5,0,1,0,0,,no,12.8,1.67,1.23
T_110,272107217,2017,146,26-May-17,NY,,6,H6,0,1,0,0,,no,13.5,1.68,1.35
T_111,272107739,2017,146,26-May-17,NY,,6,H7,0,1,0,0,,no,63.3,1.5,0.82
T_112,272107403,2017,147,27-May-17,NY,,6,H8,0,1,0,0,,yes,42,1.85,1.86
T_113,263113720,2017,148,28-May-17,NY,,6,I2,0,1,0,0,,no,32,1.76,1.49
T_114,232146953,2017,148,28-May-17,NY,,6,H9,0,1,0,0,,no,10.5,1.58,1.03
T_115,272107748,2017,148,28-May-17,NY,,6,I1,0,1,0,0,,no,24.3,1.75,1.18
T_116,272107403,2016,149,28-May-16,NY,,6,D2,0,1,0,0,,no,21.8,1.79,1.19
T_117,239159871,2016,149,28-May-16,NY,,6,D3,0,1,0,0,,yes,7.6,1.75,1.01
T_118,156181156,2017,149,29-May-17,NY,,6,I4,0,1,0,0,,yes,17.4,1.48,0.61
T_119,272106708,2017,149,29-May-17,NY,,6,I3,0,1,0,0,,no,14.8,1.85,1.28
T_120,272107599,2017,150,30-May-17,NY,,6,I5,0,1,0,0,,yes,15.6,1.65,0.67
T_121,272106711,2017,151,31-May-17,NY,,6,I6,0,1,0,0,,no,73.5,1.73,1.23
T_122,272107219,2017,151,31-May-17,NY,,6,I7,0,1,0,0,,no,46.7,1.56,0.68
T_123,240134846,2017,151,31-May-17,NY,,6,I8,0,1,0,0,,no,27.3,1.07,1.01
T_124,263113706,2018,138,18-May-18,NY,T18N001,7,A1,0,1,0,0,,no,19.9,1.77,1.05
T_125,272107739,2018,140,20-May-18,NY,T18N003,7,A2,0,1,0,0,,no,47,1.84,1.59
T_126,272107016,2018,141,21-May-18,NY,T18N005,7,A3,0,1,0,0,,no,19.8,1.56,0.78
T_127,272107748,2018,143,23-May-18,NY,T18N014,7,A4,0,1,0,0,,no,7.4,1.91,0.84
T_128,88004754,2018,143,23-May-18,NY,T18N015,7,A5,0,1,0,0,,no,13.2,2.05,1.62
T_129,232146953,2018,143,23-May-18,NY,T18N022,7,A6,0,1,0,0,,no,39.1,1.54,0.69
T_130,272107219,2018,144,24-May-18,NY,T18N024,7,A7,0,1,0,0,,no,15.5,1.8,0.8
T_131,272107764,2018,144,24-May-18,NY,T18N025,7,A8,0,1,0,0,,no,12.7,1.66,1.34
T_132,272107599,2018,144,24-May-18,NY,T18N027,7,A9,0,1,0,0,,no,10.6,1.77,0.96
T_133,262125490,2018,144,24-May-18,NY,T18N030,7,B1,0,1,0,0,,no,12,1.71,0.9
T_134,272107217,2018,144,24-May-18,NY,T18N033,7,B2,0,1,0,0,,no,8.2,1.71,0.69
T_135,272106708,2018,145,25-May-18,NY,T18N037,7,B3,0,1,0,0,,no,7.6,1.52,0.65
T_136,272106711,2018,146,26-May-18,NY,T18N044,7,B4,0,1,0,0,,no,43.1,1.52,0.69
T_137,156181156,2018,149,29-May-18,NY,T18N060,7,B5,0,1,0,0,,no,9.8,1.83,0.76
T_138,272106708,2018,173,22-Jun-18,NY,T18N308,7,B6,0,1,0,0,,no,38.1,1.86,1.51
T_139,263113706,2018,188,7-Jul-18,NY,T18N342,7,E1,0,1,0,0,,no,29.4,1.78,1.52
T_140,272107202,2016,141,20-May-16,NY,,2,A2,0,0,1,0,,no,35.8,1.52,0.66
T_141,272107201,2016,141,20-May-16,NY,,2,A5,0,0,1,0,,no,11.1,1.36,1.13
T_142,263113799,2016,142,21-May-16,NY,,2,A6,0,0,1,0,,yes,17.6,1.67,1.42
T_143,272107203,2016,143,22-May-16,NY,,2,A8,0,0,1,0,,no,10.6,1.36,1.03
T_144,240134801,2016,145,24-May-16,NY,,2,B7,0,0,1,0,,no,60.4,1.63,1.13
T_145,156181126,2016,145,24-May-16,NY,,2,B8,0,0,1,0,,no,39.4,2.02,2.21
T_146,262125983,2016,145,24-May-16,NY,,2,B9,0,0,1,0,,no,23.9,1.92,1.42
T_147,263114105,2016,147,26-May-16,NY,,2,C6,0,0,1,0,,no,21,1.94,1.9
T_148,235120331,2016,148,27-May-16,NY,,2,C8,0,0,1,0,,no,9.8,2.14,1.48
T_149,272107219,2016,148,27-May-16,NY,,2,C9,0,0,1,0,,no,24.5,1.89,1.82
T_150,185146896,2016,149,28-May-16,NY,,2,D2,0,0,1,0,,yes,7.9,2.28,0.8
T_151,272107221,2016,150,29-May-16,NY,,2,D3,0,0,1,0,,no,32.4,2.07,2.26
T_152,272107223,2016,153,1-Jun-16,NY,,2,D6,0,0,1,0,,no,41.3,1.94,1.61
T_153,272107300,2016,153,1-Jun-16,NY,,2,D7,0,0,1,0,,no,41.1,1.83,1.66
T_154,272107602,2016,154,2-Jun-16,NY,,2,D9,0,0,1,0,,no,20.4,1.89,1.73
T_155,156181125,2016,144,23-May-16,NY,,6,C6,0,0,1,0,,no,22.3,1.94,1.18
T_156,272107210,2016,145,24-May-16,NY,,6,C7,0,0,1,0,,no,11.2,2.53,2.37
T_157,240134815,2016,147,26-May-16,NY,,6,C9,0,0,1,0,,no,27.2,1.92,1.8
T_158,272107216,2016,147,26-May-16,NY,,6,D1,0,0,1,0,,no,40.5,1.97,1.81
T_159,272107224,2016,154,2-Jun-16,NY,,6,D4,0,0,1,0,,no,44.4,1.98,1.81
T_160,272107818,2018,159,8-Jun-18,NY,T18N094,7,B7,0,0,0,1,no,no,53.3,1.72,1.07
T_161,272107819,2018,159,8-Jun-18,NY,T18N095,7,B8,0,0,0,1,yes,no,37.6,2,2.05
T_162,272107820,2018,159,8-Jun-18,NY,T18N096,7,B9,0,0,0,1,no,no,33.2,2.1,2.12
T_163,272107822,2018,159,8-Jun-18,NY,T18N098,7,C1,0,0,0,1,yes,no,22.6,1.88,1.44
T_164,272107823,2018,160,9-Jun-18,NY,T18N106,7,C2,0,0,0,1,no,no,21,2.26,1.41
T_165,272107824,2018,160,9-Jun-18,NY,T18N107,7,C3,0,0,0,1,no,no,18.5,1.8,1.17
T_166,272107421,2018,160,9-Jun-18,NY,T18N108,7,C4,0,0,0,1,yes,no,50.8,1.96,1.96
T_167,272107422,2018,160,9-Jun-18,NY,T18N109,7,C5,0,0,0,1,no,no,52.5,1.97,2.06
T_168,272107423,2018,160,9-Jun-18,NY,T18N110,7,C6,0,0,0,1,yes,no,17.4,1.97,1.55
T_169,272107424,2018,160,9-Jun-18,NY,T18N111,7,C7,0,0,0,1,no,no,14.2,2.08,1.52
T_170,272106890,2018,161,10-Jun-18,NY,T18N117,7,C8,0,0,0,1,yes,no,31.1,1.91,2.45
T_171,272106891,2018,161,10-Jun-18,NY,T18N118,7,C9,0,0,0,1,yes,no,12.5,2.52,1.74
T_172,272106893,2018,161,10-Jun-18,NY,T18N119,7,D1,0,0,0,1,yes,no,41.4,2.06,1.91
T_173,272106894,2018,161,10-Jun-18,NY,T18N120,7,D2,0,0,0,1,yes,no,52.1,2.14,2.11
T_174,272106895,2018,161,10-Jun-18,NY,T18N121,7,D3,0,0,0,1,no,no,17.6,2.06,2.15
T_175,272106825,2018,161,10-Jun-18,NY,T18N122,7,D4,0,0,0,1,no,no,14,2.05,1.81
T_176,272106826,2018,161,10-Jun-18,NY,T18N123,7,D5,0,0,0,1,no,no,28.9,2.25,2.07
T_177,272106917,2018,161,10-Jun-18,NY,T18N124,7,D6,0,0,0,1,yes,no,38.1,1.89,2.05
T_178,272106918,2018,161,10-Jun-18,NY,T18N125,7,D7,0,0,0,1,yes,no,46.9,1.74,1.17
T_179,272106919,2018,161,10-Jun-18,NY,T18N126,7,D8,0,0,0,1,yes,no,27.8,1.98,2.78
T_180,272107587,2018,162,11-Jun-18,NY,T18N129,7,D9,0,0,0,1,yes,no,11.2,1.87,2.78
T_181,272107588,2018,162,11-Jun-18,NY,T18N130,7,F1,0,0,0,1,yes,no,16.9,2.04,2.4
T_182,272107589,2018,162,11-Jun-18,NY,T18N131,7,F2,0,0,0,1,yes,no,32.4,1.93,1.69
T_183,272107590,2018,162,11-Jun-18,NY,T18N132,7,F3,0,0,0,1,yes,no,11.4,2.39,1.63
T_184,272107591,2018,162,11-Jun-18,NY,T18N133,7,F4,0,0,0,1,yes,no,26.7,1.9,3.14
T_185,272107593,2018,162,11-Jun-18,NY,T18N135,7,F5,0,0,0,1,no,no,14.9,2.58,3.26
T_186,272107594,2018,162,11-Jun-18,NY,T18N136,7,F6,0,0,0,1,yes,no,23.7,1.85,2.44
T_187,272107595,2018,162,11-Jun-18,NY,T18N137,7,F7,0,0,0,1,yes,no,41.1,1.97,1.62
T_188,272107597,2018,162,11-Jun-18,NY,T18N138,7,F8,0,0,0,1,no,no,32.6,1.93,1.96
T_189,272106827,2018,162,11-Jun-18,NY,T18N139,7,F9,0,0,0,1,no,no,37.4,1.94,2.29
T_190,272106828,2018,162,11-Jun-18,NY,T18N140,7,G1,0,0,0,1,yes,no,17.4,1.98,2.66
T_191,272106829,2018,162,11-Jun-18,NY,T18N141,7,G2,0,0,0,1,yes,no,30,2.07,2.83
T_192,272106830,2018,162,11-Jun-18,NY,T18N142,7,G3,0,0,0,1,yes,no,16.8,2.01,2.9
T_193,272106831,2018,162,11-Jun-18,NY,T18N143,7,G4,0,0,0,1,yes,no,21.3,1.84,1.16
T_194,272107435,2018,163,12-Jun-18,NY,T18N146,7,G5,0,0,0,1,no,no,14.5,2.28,3.66
T_195,272107436,2018,163,12-Jun-18,NY,T18N147,7,G6,0,0,0,1,no,no,32.3,1.99,1.56
T_196,272107433,2018,163,12-Jun-18,NY,T18N148,7,G7,0,0,0,1,no,no,28.6,2.12,1.57
T_197,272107439,2018,163,12-Jun-18,NY,T18N149,7,G8,0,0,0,1,no,no,25.9,2.29,1.66
T_198,272107437,2018,163,12-Jun-18,NY,T18N150,7,G9,0,0,0,1,no,no,39.7,1.86,2.18
T_199,272107430,2018,163,12-Jun-18,NY,T18N151,7,H1,0,0,0,1,no,no,16.6,1.76,0.99
T_200,272107432,2018,163,12-Jun-18,NY,T18N152,7,H2,0,0,0,1,yes,no,26.2,2.1,2.55
T_201,272107431,2018,163,12-Jun-18,NY,T18N153,7,H3,0,0,0,1,yes,no,11.9,2.55,2.79
T_202,272107428,2018,163,12-Jun-18,NY,T18N154,7,H4,0,0,0,1,yes,no,18,2.05,1.9
T_203,272107429,2018,163,12-Jun-18,NY,T18N155,7,H5,0,0,0,1,yes,no,21.3,2.36,2.73
T_204,272107440,2018,163,12-Jun-18,NY,T18N156,7,H6,0,0,0,1,yes,no,19.6,2.18,2.77
T_205,272107442,2018,163,12-Jun-18,NY,T18N157,7,H7,0,0,0,1,yes,no,32,1.96,2.23
T_206,272107443,2018,163,12-Jun-18,NY,T18N158,7,H8,0,0,0,1,yes,no,17.1,2.08,2.69
T_207,272107444,2018,163,12-Jun-18,NY,T18N159,7,H9,0,0,0,1,yes,no,26.4,2.2,2.61
T_208,272107448,2018,163,12-Jun-18,NY,T18N160,7,I1,0,0,0,1,yes,no,14.8,1.94,2.73
T_209,272107449,2018,163,12-Jun-18,NY,T18N161,7,I2,0,0,0,1,yes,no,12.8,2.07,1.97
T_210,272107445,2018,163,12-Jun-18,NY,T18N162,7,I3,0,0,0,1,yes,no,27.4,1.96,1.64
T_211,272107446,2018,163,12-Jun-18,NY,T18N163,7,I4,0,0,0,1,no,no,24.3,1.73,1.31
T_212,272107447,2018,163,12-Jun-18,NY,T18N164,7,I5,0,0,0,1,no,no,18.8,1.74,1.46
T_213,272106846,2018,163,12-Jun-18,NY,T18N165,7,I6,0,0,0,1,yes,no,24.1,1.97,1.6
T_214,272106847,2018,163,12-Jun-18,NY,T18N166,7,I7,0,0,0,1,no,no,13.8,2.08,1.41
T_215,272106848,2018,163,12-Jun-18,NY,T18N167,7,I8,0,0,0,1,yes,no,16.3,1.7,0.86
T_216,272106849,2018,163,12-Jun-18,NY,T18N168,7,I9,0,0,0,1,no,no,18.8,1.7,1.12
T_217,272106850,2018,163,12-Jun-18,NY,T18N169,8,A1,0,0,0,1,yes,no,21.3,2,1.62
T_218,272106832,2018,163,12-Jun-18,NY,T18N170,8,A2,0,0,0,1,yes,no,30.5,1.92,1.48
T_219,272106833,2018,163,12-Jun-18,NY,T18N171,8,A3,0,0,0,1,yes,no,18,1.69,1.18
T_220,272106834,2018,163,12-Jun-18,NY,T18N172,8,A4,0,0,0,1,yes,no,15.7,2.04,1.29
T_221,272106835,2018,163,12-Jun-18,NY,T18N173,8,A5,0,0,0,1,yes,no,24.9,0.42,0.36
T_222,272106836,2018,163,12-Jun-18,NY,T18N174,8,A6,0,0,0,1,yes,no,22.8,1.66,1.62
T_223,272106838,2018,163,12-Jun-18,NY,T18N175,8,A7,0,0,0,1,yes,no,14.9,1.62,0.99
T_224,272106839,2018,163,12-Jun-18,NY,T18N176,8,A8,0,0,0,1,yes,no,11.9,1.8,1.1
T_225,272106840,2018,163,12-Jun-18,NY,T18N177,8,A9,0,0,0,1,yes,no,20.6,1.69,1.06
T_226,272106841,2018,163,12-Jun-18,NY,T18N178,8,B1,0,0,0,1,yes,no,12.6,1.67,1.04
T_227,272106842,2018,163,12-Jun-18,NY,T18N179,8,B2,0,0,0,1,yes,no,13.7,1.69,1.1
T_228,156181129,2018,163,12-Jun-18,NY,T18N180,8,B3,0,0,0,1,no,no,25.1,1.94,1.59
T_229,156181130,2018,163,12-Jun-18,NY,T18N181,8,B4,0,0,0,1,no,no,40.2,1.55,0.92
T_230,156181131,2018,163,12-Jun-18,NY,T18N182,8,B5,0,0,0,1,no,no,26.7,1.82,1.34
T_231,272106843,2018,163,12-Jun-18,NY,T18N183,8,B6,0,0,0,1,yes,no,18.6,2.29,1.15
T_232,272106845,2018,163,12-Jun-18,NY,T18N185,8,B7,0,0,0,1,no,no,22.7,1.9,1.34
T_233,272106837,2018,163,12-Jun-18,NY,T18N186,8,B8,0,0,0,1,no,no,24.7,1.9,1.79
T_234,272107266,2018,163,12-Jun-18,NY,T18N187,8,B9,0,0,0,1,no,no,18.2,1.66,1.06
T_235,272107267,2018,163,12-Jun-18,NY,T18N188,8,C1,0,0,0,1,yes,no,34.1,1.83,1.67
T_236,272107268,2018,163,12-Jun-18,NY,T18N189,8,C2,0,0,0,1,yes,no,16.7,1.8,1.68
T_237,272107269,2018,163,12-Jun-18,NY,T18N190,8,C3,0,0,0,1,no,no,17.3,1.8,1.51
T_238,272107270,2018,163,12-Jun-18,NY,T18N191,8,C4,0,0,0,1,yes,no,12.4,1.62,0.86
T_239,272106935,2018,163,12-Jun-18,NY,T18N192,8,C5,0,0,0,1,no,no,41.6,1.88,1.79
T_240,272106940,2018,163,12-Jun-18,NY,T18N197,8,C6,0,0,0,1,yes,no,25.6,1.77,1.47
T_241,272107271,2018,164,13-Jun-18,NY,T18N201,8,C7,0,0,0,1,yes,no,28.1,1.91,1.52
T_242,272107272,2018,164,13-Jun-18,NY,T18N202,8,C8,0,0,0,1,no,no,16.6,2,1.13
T_243,272107274,2018,164,13-Jun-18,NY,T18N203,8,C9,0,0,0,1,yes,no,18.7,1.28,1.7
T_244,272107275,2018,164,13-Jun-18,NY,T18N204,8,D1,0,0,0,1,yes,no,17.2,1.93,1.12
T_245,272107273,2018,164,13-Jun-18,NY,T18N205,8,D2,0,0,0,1,yes,no,13.8,2,1.37
T_246,272107276,2018,164,13-Jun-18,NY,T18N206,8,D3,0,0,0,1,yes,no,17.2,1.87,1.56
T_247,272107277,2018,164,13-Jun-18,NY,T18N207,8,D4,0,0,0,1,yes,no,31.2,1.79,1.04
T_248,272107278,2018,164,13-Jun-18,NY,T18N208,8,D5,0,0,0,1,yes,no,27.1,1.76,1.21
T_249,272107279,2018,164,13-Jun-18,NY,T18N209,8,D6,0,0,0,1,yes,no,30.4,1.84,1.16
T_250,272107280,2018,164,13-Jun-18,NY,T18N210,8,D7,0,0,0,1,yes,no,29.8,1.79,1.48
T_251,272107691,2018,164,13-Jun-18,NY,T18N211,8,D8,0,0,0,1,yes,no,26.7,1.78,1.74
T_252,272107692,2018,164,13-Jun-18,NY,T18N212,8,D9,0,0,0,1,yes,no,34.8,1.99,1.3
T_253,156181132,2018,164,13-Jun-18,NY,T18N213,8,F1,0,0,0,1,no,no,15.9,1.66,1.11
T_254,156181133,2018,164,13-Jun-18,NY,T18N214,8,F2,0,0,0,1,no,no,32.2,1.83,1.16
T_255,156181134,2018,164,13-Jun-18,NY,T18N215,8,F3,0,0,0,1,no,no,30.5,1.81,1.43
