ANIMAL	SOCNEST	GENNEST	YEAR	UNIT	EXP	SOCMOM	SOCDAD	GENMOM	GENDAD	SWAP	HATCH	BROODBAND	BDATE	AGEBAND	TIMEDAY	BASELATENCY	BASECORT	STRESSLATENCY	STRESSCORT	SLOPE	HEADBILL	FLATWING	MASS	SBMI	SEX	WPO	FATE															
240134870	41489	41489	2014	4	1	240134803	239160615	240134803	239160615	1	154	6	166	12	18.667	137	6.17	NA	32.911	26.741	25.29	55	19.5	17.1945531	NA	1	1															
240134871	41489	41489	2014	4	1	240134803	239160615	240134803	239160615	1	154	6	166	12	18.667	130	8.295	NA	9.639	1.344	25.31	55	18.75	16.53322414	NA	1	1															
240134872	41491	41491	2014	4	1	240134806	NA	240134806	240150347	1	154	4	166	12	19.017	82	4.01	NA	50.56	46.55	23.46	44	18.75	20.67116074	NA	2	1															
240134873	41491	41491	2014	4	1	240134806	NA	240134806	NA	1	154	4	166	12	19.017	96	5.658	NA	42.314	36.656	23.21	43.5	17.5	19.51506686	NA	2	1															
240134874	41491	41491	2014	4	1	240134806	NA	240134806	NA	1	154	4	166	12	19.017	90	5.93	NA	61.471	55.541	23.19	47	18	18.57642574	NA	2	1															
240134875	41491	41491	2014	4	1	240134806	NA	240134806	240150347	1	154	4	166	12	19.017	106	12.902	NA	47.796	34.894	23.72	44	18.5	20.39554526	NA	2	1															
240134892	41492	41492	2014	4	1	240134811	240150694	240134811	160120139	1	157	5	169	12	15.667	85	8.975	NA	12.656	3.681	23.99	43	20	22.56253187	NA	2	1															
240134893	41492	41492	2014	4	1	240134811	240150694	240134811	240134819	1	157	5	169	12	15.667	104	7.694	NA	11.6	3.906	23.47	47	20	20.64047305	NA	2	1															
240134895	41492	41492	2014	4	1	240134811	240150694	240134811	240150347	1	157	5	169	12	15.667	90	11.359	NA	85.701	74.342	24.13	45.5	20	21.32162253	NA	2	1															
240134896	41492	41492	2014	4	1	240134811	240150694	240134811	240150347	1	157	5	169	12	15.667	90	6.96	NA	16.5	9.54	24.92	48.5	19.5	19.50144008	NA	2	1															
240134894	41492	41492	2014	4	1	240134811	240150694	240134811	240150694	1	157	5	169	12	15.667	109	15.497	NA	27.035	11.538	25	49	22.25	22.02435879	NA	1	1															
262125407	41496	41496	2014	4	2	239160699	240134830	239160699	NA	1	160	6	172	12	15.467	65	3.037	NA	31.549	28.512	21.75	33	14.5	21.32042066	NA	2	2															
262125408	41496	41496	2014	4	2	239160699	240134830	239160699	240134843	1	160	6	172	12	15.467	65	8.571	NA	19.411	10.84	22.99	34	16	22.83335641	NA	2	1															
262125411	41496	41496	2014	4	2	239160699	240134830	239160699	NA	1	160	6	172	12	15.467	163	6.198	NA	23.372	17.174	23.38	35	17	23.56659985	NA	2	1															
262125412	41496	41496	2014	4	2	239160699	240134830	239160699	NA	1	160	6	172	12	15.467	145	3	NA	21.23	18.23	23.18	39	18.25	22.70215727	NA	2	1															
262125409	41496	41496	2014	4	2	239160699	240134830	239160699	240134830	1	160	6	172	12	15.467	76	7.81	NA	17.917	10.107	23.12	34	15.5	22.11981402	NA	1	2															
262125410	41496	41496	2014	4	2	239160699	240134830	239160699	240134830	1	160	6	172	12	15.467	75	1.983	NA	6.683	4.7	22	30	12.75	20.62396653	NA	1	2															
240134862	41497	41497	2014	4	2	240134804	240134818	240134804	NA	1	154	4	166	12	18.000	50	2.883	NA	7.093	4.21	24.69	55	21.75	19.17854	NA	2	1															
240134863	41497	41497	2014	4	2	240134804	240134818	240134804	240134818	1	154	4	166	12	18.000	70	1.684	NA	3.242	1.558	23.5	48	17.5	17.6837815	NA	1	1															
240134864	41497	41497	2014	4	2	240134804	240134818	240134804	240134818	1	154	4	166	12	18.000	111	2.574	NA	11.701	9.127	25.04	50	20.5	19.88586038	NA	1	1															
240134865	41497	41497	2014	4	2	240134804	240134818	240134804	240134818	1	154	4	166	12	18.000	89	2.09	NA	10.268	8.178	23.73	45	19	20.48083019	NA	1	1															
262125416	414105	414105	2014	4	2	240134812	240134843	240134812	NA	1	162	4	174	12	16.000	51	18.902	NA	19.1	0.198	23.91	46	20.5	21.61687521	NA	2	1															
262125413	414105	414105	2014	4	2	240134812	240134843	240134812	240134843	1	162	4	174	12	16.000	77	46.824	NA	28.508	-18.316	22.94	40	15.75	19.10198033	NA	1	1															
262125414	414105	414105	2014	4	2	240134812	240134843	240134812	240134843	1	162	4	174	12	16.000	148	9.664	NA	39.591	29.927	23.58	42	18.5	21.36775968	NA	1	1															
262125415	414105	414105	2014	4	2	240134812	240134843	240134812	240134843	1	162	4	174	12	16.000	94	49.316	NA	24.86	-24.456	22.81	34.5	18	25.31487193	NA	1	2															
263114141	41561	41561	2015	4	1	263114101	263114117	263114101	NA	1	149	4	161	12	16.017	72	4.755	NA	8.392	3.637	23.12	36	18.5	24.93291147	NA	2	1															
263114142	41561	41561	2015	4	1	263114101	263114117	263114101	263114117	1	149	4	161	12	16.017	136	5.819	NA	58.855	53.036	25.31	49	22.25	22.02435879	NA	1	1															
263114143	41561	41561	2015	4	1	263114101	263114117	263114101	263114117	1	149	4	161	12	16.017	178	4.969	NA	32.492	27.523	24.82	46.5	21	21.90576952	NA	1	1															
263114144	41561	41561	2015	4	1	263114101	263114117	263114101	263114117	1	149	4	161	12	16.017	NA	NA	NA	14.715	NA	25.53	50.5	23.25	22.32995097	NA	1	1															
263114157	41565	41565	2015	4	1	263114102	263114122	263114102	240134819	1	151	4	163	12	15.467	88	1.696	NA	13.049	11.353	25.33	48	21.75	21.97841415	NA	2	1															
263114155	41565	41565	2015	4	1	263114102	263114122	263114102	263114122	1	151	4	163	12	15.467	69	4.877	NA	28.621	23.744	25.04	47	21.5	22.18850853	NA	1	1															
263114156	41565	41565	2015	4	1	263114102	263114122	263114102	263114122	1	151	4	163	12	15.467	48	4.573	NA	22.797	18.224	25.32	47	22.5	23.22053218	NA	1	1															
263114158	41565	41565	2015	4	1	263114102	263114122	263114102	263114122	1	151	4	163	12	15.467	39	2.416	NA	30.619	28.203	25.54	48	23	23.2415414	NA	1	1															
263114150	41567	41567	2015	4	1	240134806	263114118	240134806	240150347	1	150	5	162	12	16.417	38	18.626	NA	1.27	-17.356	25.08	43.5	20.25	22.58172022	NA	2	1															
263114151	41567	41567	2015	4	1	240134806	263114118	240134806	240150347	1	150	5	162	12	16.417	64	2.771	NA	0.61	-2.161	25.42	51	20.75	19.73330459	NA	2	1															
263114152	41567	41567	2015	4	1	240134806	263114118	240134806	240150347	1	150	5	162	12	16.417	104	2.613	NA	3.956	1.343	24	37.5	18.5	23.93461402	NA	2	1															
263114153	41567	41567	2015	4	1	240134806	263114118	240134806	240150347	1	150	5	162	12	16.417	96	1.057	NA	15.128	14.071	25.65	47	22.25	22.96252627	NA	2	1															
263114154	41567	41567	2015	4	1	240134806	263114118	240134806	240150347	1	150	5	162	12	16.417	135	1.968	NA	36.544	34.576	24.45	46	19.5	20.56239349	NA	2	1															
263114189	41568	41568	2015	4	1	263114105	240150347	263114105	239160615	1	153	6	165	12	16.700	NA	NA	NA	8.948	NA	25.4	53.5	21.75	19.71680345	NA	2	1															
263114190	41568	41568	2015	4	1	263114105	240150347	263114105	239160615	1	153	6	165	12	16.700	139	4.37	NA	36.183	31.813	25.78	55	24.5	21.60341287	NA	2	1															
263114192	41568	41568	2015	4	1	263114105	240150347	263114105	222154155	1	153	6	165	12	16.700	NA	NA	NA	17.136	NA	24.5	43.5	22.5	25.09080025	NA	2	1															
263114191	41568	41568	2015	4	1	263114105	240150347	263114105	240150347	1	153	6	165	12	16.700	139	7.883	NA	71.309	63.426	25.09	49.5	21.75	21.31174317	NA	1	1															
263114193	41568	41568	2015	4	1	263114105	240150347	263114105	240150347	1	153	6	165	12	16.700	109	1.95	NA	37.903	35.953	25.09	51.5	20	18.83520742	NA	1	1															
263114194	41568	41568	2015	4	1	263114105	240150347	263114105	240150347	1	153	6	165	12	16.700	162	7.392	NA	16.444	9.052	26	54	24.5	22.00388144	NA	1	1															
263114173	41570	41570	2015	4	2	240134820	263114124	240134820	222154155	1	152	4	164	12	16.300	107	3.45	NA	16.025	12.575	24.93	49	22.5	22.2718235	NA	2	1															
263114175	41570	41570	2015	4	2	240134820	263114124	240134820	222154155	1	152	4	164	12	16.300	31	NA	NA	49.9	NA	25.3	51	24	22.82406314	NA	2	1															
263114174	41570	41570	2015	4	2	240134820	263114124	240134820	263114124	1	152	4	164	12	16.300	71	1.576	NA	7.776	6.2	25.09	48	24.25	24.50466865	NA	1	1															
263114176	41570	41570	2015	4	2	240134820	263114124	240134820	263114124	1	152	4	164	12	16.300	73	NA	NA	19.39	NA	24.69	51.5	24	22.6022489	NA	1	1															
263114184	41571	41571	2015	4	2	263114106	160120139	263114106	263114123	1	153	5	165	12	15.933	155	4.435	NA	28.159	23.724	25.61	55.5	21.75	19.00558767	NA	2	1															
263114185	41571	41571	2015	4	2	263114106	160120139	263114106	NA	1	153	5	165	12	15.933	52	1.487	NA	7.124	5.637	25.43	51.5	23.75	22.36680881	NA	2	1															
263114186	41571	41571	2015	4	2	263114106	160120139	263114106	240134843	1	153	5	165	12	15.933	134	8.807	NA	15.046	6.239	26.17	52.5	23.75	21.94035072	NA	2	1															
263114187	41571	41571	2015	4	2	263114106	160120139	263114106	240134843	1	153	5	165	12	15.933	69	1.294	NA	6.614	5.32	25.59	45	21.5	23.17567627	NA	2	1															
263114188	41571	41571	2015	4	2	263114106	160120139	263114106	240134843	1	153	5	165	12	15.933	106	2.154	NA	21.385	19.231	25.33	50	21.5	20.85590235	NA	2	1															
263114167	41572	41572	2015	4	2	263114104	240150692	263114104	240150692	1	152	6	164	12	15.567	102	8.176	NA	3.336	-4.84	25.12	49	20.75	20.53957056	NA	1	1															
263114168	41572	41572	2015	4	2	263114104	240150692	263114104	240150692	1	152	6	164	12	15.567	102	6.352	NA	1.812	-4.54	24.75	46.5	18	18.77637388	NA	1	1															
263114169	41572	41572	2015	4	2	263114104	240150692	263114104	240150692	1	152	6	164	12	15.567	42	2.798	NA	7.688	4.89	25.1	46.5	19.75	20.60185467	NA	1	1															
263114170	41572	41572	2015	4	2	263114104	240150692	263114104	240150692	1	152	6	164	12	15.567	152	0.61	NA	9.496	8.886	24.44	42	18.5	21.36775968	NA	1	1															
263114171	41572	41572	2015	4	2	263114104	240150692	263114104	240150692	1	152	6	164	12	15.567	146	2.884	NA	19.357	16.473	25.13	47.5	20.25	20.67827528	NA	1	1															
263114172	41572	41572	2015	4	2	263114104	240150692	263114104	240150692	1	152	6	164	12	15.567	78	25.986	NA	45.027	19.041	25.43	47.5	21	21.44413732	NA	1	1															
263114130	41574	41574	2015	4	2	240134803	263114116	240134803	239159375	1	148	5	160	12	15.233	112	14.538	NA	51.371	36.833	26.12	47	20.75	21.41449079	NA	2	1															
263114131	41574	41574	2015	4	2	240134803	263114116	240134803	240150347	1	148	5	160	12	15.233	52	0.732	NA	23.134	22.402	25.6	43	19	21.43440528	NA	2	1															
263114132	41574	41574	2015	4	2	240134803	263114116	240134803	239159375	1	148	5	160	12	15.233	61	1.688	NA	12.009	10.321	26.43	47	22	22.70452035	NA	2	1															
263114134	41574	41574	2015	4	2	240134803	263114116	240134803	239159375	1	148	5	160	12	15.233	176	1.176	NA	20.756	19.58	26.34	48.5	23.75	23.75175395	NA	2	1															
263114133	41574	41574	2015	4	2	240134803	263114116	240134803	263114116	1	148	5	160	12	15.233	162	4.484	NA	9.694	5.21	24.1	36	16	21.56359911	NA	1	1															
263114126	41578	41578	2015	4	2	235120331	263114115	235120331	263114115	1	147	4	159	12	15.033	55	12.65	NA	6.808	-5.842	24.47	46.5	20.25	21.12342061	NA	1	1															
263114127	41578	41578	2015	4	2	235120331	263114115	235120331	263114115	1	147	4	159	12	15.033	38	23.694	NA	5.126	-18.568	24.02	38.5	18.25	22.99728841	NA	1	1															
263114128	41578	41578	2015	4	2	235120331	263114115	235120331	263114115	1	147	4	159	12	15.033	125	39.756	NA	10.486	-29.27	24.52	46	20.25	21.35325478	NA	1	1															
263114129	41578	41578	2015	4	2	235120331	263114115	235120331	263114115	1	147	4	159	12	15.033	111	24.596	NA	18.001	-6.595	24.35	44	19.25	21.22239169	NA	1	1															
263114179	41580	41580	2015	4	2	263114107	240134817	263114107	239160336	1	153	5	165	12	15.167	63	1.217	NA	10.64	9.423	26.98	59.5	25.5	20.78298359	NA	2	1															
263114180	41580	41580	2015	4	2	263114107	240134817	263114107	239160336	1	153	5	165	12	15.167	143	3.454	NA	11.14	7.686	26.97	57	25.25	21.48275242	NA	2	1															
263114182	41580	41580	2015	4	2	263114107	240134817	263114107	239160336	1	153	5	165	12	15.167	86	4.754	NA	22.584	17.83	26.92	58	24	20.0668434	NA	2	1															
263114183	41580	41580	2015	4	2	263114107	240134817	263114107	239160336	1	153	5	165	12	15.167	143	3.007	NA	21.437	18.43	26.49	60	27	21.82194942	NA	2	1															
263114181	41580	41580	2015	4	2	263114107	240134817	263114107	240134817	1	153	5	165	12	15.167	58	7.277	NA	9.662	2.385	26.4	51.5	22.75	21.42504844	NA	1	1															
262125594	41583	41583	2015	4	2	240134808	239160336	240134808	240134843	1	157	5	169	12	16.483	97	2.227	NA	16.345	14.118	25.81	54	21.25	19.08499921	NA	2	1															
262125595	41583	41583	2015	4	2	240134808	239160336	240134808	240134843	1	157	5	169	12	16.483	160	2.533	NA	26.616	24.083	25.73	54	22	19.75858741	NA	2	2															
262125596	41583	41583	2015	4	2	240134808	239160336	240134808	240134843	1	157	5	169	12	16.483	37	0.967	NA	25.64	24.673	26.12	56.5	23	19.74179448	NA	2	1															
262125597	41583	41583	2015	4	2	240134808	239160336	240134808	240134843	1	157	5	169	12	16.483	105	1.214	NA	4.936	3.722	24.89	51.5	22.5	21.18960835	NA	2	1															
262125598	41583	41583	2015	4	2	240134808	239160336	240134808	240134843	1	157	5	169	12	16.483	160	2.157	NA	16.961	14.804	25.12	53.5	21	19.03691367	NA	2	2															
263114159	41586	41586	2015	4	2	240151641	239159375	240151641	240134897	1	151	5	163	12	16.200	71	NA	NA	8.999	NA	27.04	58	24.25	20.27587302	NA	2	1															
263114160	41586	41586	2015	4	2	240151641	239159375	240151641	240134897	1	151	5	163	12	16.200	162	8.244	NA	3.065	-5.179	26.9	56	25.5	22.08326417	NA	2	1															
263114162	41586	41586	2015	4	2	240151641	239159375	240151641	240134897	1	151	5	163	12	16.200	167	6.549	NA	20.015	13.466	26.17	54	25	22.45294024	NA	2	1															
263114163	41586	41586	2015	4	2	240151641	239159375	240151641	240134897	1	151	5	163	12	16.200	172	3.386	NA	11.728	8.342	26.65	57.5	26.5	22.35000464	NA	2	1															
263114161	41586	41586	2015	4	2	240151641	239159375	240151641	239159375	1	151	5	163	12	16.200	75	0.995	NA	29.944	28.949	27.09	58	28	23.4113173	NA	1	1															
263114145	41587	41587	2015	4	2	240150099	263114121	240150099	263114121	1	150	4	162	12	15.267	79	5.006	NA	17.577	12.571	25.5	48	23.25	23.49416685	NA	1	1															
263114146	41587	41587	2015	4	2	240150099	263114121	240150099	263114121	1	150	4	162	12	15.267	102	0.716	NA	15.27	14.554	25.8	51	24.75	23.53731512	NA	1	1															
263114147	41587	41587	2015	4	2	240150099	263114121	240150099	263114121	1	150	4	162	12	15.267	133	5.168	NA	18.525	13.357	25.88	48	23	23.2415414	NA	1	1															
263114148	41587	41587	2015	4	2	240150099	263114121	240150099	263114121	1	150	4	162	12	15.267	35	1.93	NA	34.875	32.945	24.56	46	22.25	23.46221822	NA	1	1															
262125583	41589	41589	2015	4	2	263114112	240151935	263114112	240151935	1	157	6	169	12	15.650	88	0.814	NA	4.404	3.59	25.75	57.5	19.5	16.44622983	NA	1	1															
262125589	41589	41589	2015	4	2	263114112	240151935	263114112	240151935	1	157	6	169	12	15.650	144	10.315	NA	8.038	-2.277	25.6	56.5	22.75	19.52720976	NA	1	1															
262125590	41589	41589	2015	4	2	263114112	240151935	263114112	240151935	1	157	6	169	12	15.650	137	10.278	NA	9.742	-0.536	26.15	57.5	21.25	17.92217353	NA	1	1															
262125591	41589	41589	2015	4	2	263114112	240151935	263114112	240151935	1	157	6	169	12	15.650	50	0.61	NA	10.804	10.194	25.8	53.5	20.75	18.81028375	NA	1	1															
262125592	41589	41589	2015	4	2	263114112	240151935	263114112	240151935	1	157	6	169	12	15.650	170	8.63	NA	30.811	22.181	25.16	52	20.75	19.35344065	NA	1	1															
262125593	41589	41589	2015	4	2	263114112	240151935	263114112	240151935	1	157	6	169	12	15.650	107	0.61	NA	8.189	7.579	25.61	58	23.25	19.43975454	NA	1	1															
160119275	41590	41590	2015	4	2	240134815	239160615	240134815	160120139	1	154	5	166	12	15.217	75	1.462	NA	3.934	2.472	25.1	48.5	20.75	20.7515324	NA	2	1															
160119276	41590	41590	2015	4	2	240134815	239160615	240134815	160120139	1	154	5	166	12	15.217	91	1.654	NA	6.599	4.945	26.09	57	23.75	20.20654931	NA	2	1															
160119277	41590	41590	2015	4	2	240134815	239160615	240134815	160120139	1	154	5	166	12	15.217	145	5.742	NA	29.475	23.733	25.72	54	23.25	20.88123442	NA	2	1															
160119278	41590	41590	2015	4	2	240134815	239160615	240134815	160120139	1	154	5	166	12	15.217	128	4.91	NA	11.269	6.359	25.68	49	22.75	22.5192882	NA	2	1															
160119279	41590	41590	2015	4	2	240134815	239160615	240134815	160120139	1	154	5	166	12	15.217	32	0.857	NA	11.014	10.157	26.16	55	23.25	20.50119793	NA	2	1															
262125579	41591	41591	2015	4	1	263114110	222154155	263114110	239160615	1	155	4	167	12	16.217	50	1.585	NA	25.656	24.071	26.22	58	24	20.0668434	NA	2	1															
262125580	41591	41591	2015	4	1	263114110	222154155	263114110	222154155	1	155	4	167	12	16.217	114	2.244	NA	11.076	8.832	25.91	58.5	23.75	19.6879192	NA	1	1															
262125581	41591	41591	2015	4	1	263114110	222154155	263114110	222154155	1	155	4	167	12	16.217	64	4.502	NA	1.329	-3.173	26.43	58	26.25	21.94810996	NA	1	1															
262125582	41591	41591	2015	4	1	263114110	222154155	263114110	222154155	1	155	4	167	12	16.217	82	3.346	NA	14.803	11.457	25.6	57	25.75	21.90815346	NA	1	1															
262125585	41594	41594	2015	4	1	263114109	239160732	263114109	263114124	1	156	5	168	12	15.150	74	6.905	NA	NA	NA	25.05	51	23.75	22.58631248	NA	2	1															
262125586	41594	41594	2015	4	1	263114109	239160732	263114109	263114124	1	156	5	168	12	15.150	134	5.484	NA	7.829	2.345	26.23	56	25	21.65025899	NA	2	1															
262125587	41594	41594	2015	4	1	263114109	239160732	263114109	263114124	1	156	5	168	12	15.150	38	1.219	NA	19.719	18.5	25.2	52	22.75	21.21883252	NA	2	1															
262125584	41594	41594	2015	4	1	263114109	239160732	263114109	239160732	1	156	5	168	12	15.150	90	2.797	NA	8.398	5.601	26.25	50.5	24.5	23.53048597	NA	1	1															
262125588	41594	41594	2015	4	1	263114109	239160732	263114109	239160732	1	156	5	168	12	15.150	119	3.922	NA	16.553	12.631	24.54	51	22	20.92205788	NA	1	1															
262125573	41596	41596	2015	4	1	263114111	263114140	263114111	263114140	1	155	6	167	12	15.450	147	3.552	NA	5.674	2.122	25.97	54.5	21.75	19.35466737	NA	1	1															
262125574	41596	41596	2015	4	1	263114111	263114140	263114111	263114140	1	155	6	167	12	15.450	49	1.874	NA	2.029	0.155	25.09	45	19.25	20.7503148	NA	1	1															
262125575	41596	41596	2015	4	1	263114111	263114140	263114111	263114140	1	155	6	167	12	15.450	98	3.28	NA	4.679	1.399	25.15	51	20.75	19.73330459	NA	1	1															
262125576	41596	41596	2015	4	1	263114111	263114140	263114111	263114140	1	155	6	167	12	15.450	112	3.582	NA	1.046	-2.536	26.11	56	24	20.78424863	NA	1	1															
262125577	41596	41596	2015	4	1	263114111	263114140	263114111	263114140	1	155	6	167	12	15.450	74	1.094	NA	0.86	-0.234	26.09	54.5	23.25	20.68947202	NA	1	1															
262125578	41596	41596	2015	4	1	263114111	263114140	263114111	263114140	1	155	6	167	12	15.450	38	3.111	NA	6.207	3.096	25.46	49.5	21	20.57685547	NA	1	1															
263114195	415103	415103	2015	4	1	263114108	239160694	263114108	NA	1	153	5	165	12	17.517	71	3.101	NA	17.724	14.623	26.18	58	23.5	19.64878416	NA	2	1															
263114196	415103	415103	2015	4	1	263114108	239160694	263114108	NA	1	153	5	165	12	17.517	121	3.618	NA	13.637	10.019	26.29	58	22.5	18.81266568	NA	2	1															
263114197	415103	415103	2015	4	1	263114108	239160694	263114108	263114125	1	153	5	165	12	17.517	73	0.76	NA	13.63	12.87	26.39	55	24	21.16252689	NA	2	1															
263114198	415103	415103	2015	4	1	263114108	239160694	263114108	263114125	1	153	5	165	12	17.517	179	4.6	NA	49.671	45.071	25.3	51	21.75	20.68430722	NA	2	1															
263114199	415103	415103	2015	4	1	263114108	239160694	263114108	263114125	1	153	5	165	12	17.517	176	4.745	NA	9.265	4.52	25.48	56	23.5	20.35124345	NA	2	1															
263114149	415104	415104	2015	4	1	240151720	263114125	240151720	263114125	1	150	1	162	12	16.150	58	NA	NA	10.061	NA	25.24	51	21	19.97105525	NA	1	2															
263114164	415105	415105	2015	4	1	263114103	263114123	263114103	263114122	1	151	3	163	12	17.000	69	1.418	NA	12.307	10.889	24.9	48.5	21	21.00155086	NA	2	1															
263114165	415105	415105	2015	4	1	263114103	263114123	263114103	NA	1	151	3	163	12	17.000	91	NA	NA	NA	NA	25.28	47	20.75	21.41449079	NA	2	1															
263114166	415105	415105	2015	4	1	263114103	263114123	263114103	263114123	1	151	3	163	12	17.000	73	NA	NA	NA	NA	24.68	50	20.25	19.64334988	NA	1	1															
160119274	415106	415106	2015	4	1	259122322	240134843	259122322	240150347	1	153	2	165	12	17.933	85	4.215	NA	68.786	64.571	26.09	57	21.75	18.50494515	NA	2	1															
263114200	415106	415106	2015	4	1	259122322	240134843	259122322	240134843	1	153	2	165	12	17.933	114	1.777	NA	20.358	18.581	26.69	62	24.25	18.96648217	NA	1	1															
212110201	6155	61595	2015	6	2	263114442	263113852	240150054	259122308	2	158	1	170	12	12.917	54	15.99	NA	10.58	-5.41	25.3	52	19.5	18.18757073	NA	2	NA															
263113878	6159	6159	2015	6	2	239160931	263114408	239160931	263114408	1	156	3	168	12	13.633	28	0.61	NA	11.64	11.03	25.6	59	20.75	17.05510702	NA	1	1															
263113879	6159	61559	2015	6	2	239160931	263114408	263114404	NA	2	156	3	168	12	13.633	102	0.61	NA	36.55	35.94	26.3	63	22	16.93331114	NA	2	1															
263113880	6159	6159	2015	6	2	239160931	263114408	239160931	263113812	1	156	3	168	12	13.633	66	0.61	NA	30.44	29.83	26.1	60	24.25	19.59934346	NA	2	1															
212110202	61511	61550	2015	6	2	240150642	160120693	232173269	263113818	2	158	5	170	12	13.517	131	116.64	NA	92.04	-24.60	24.7	50	14.5	14.06560856	NA	1	2															
212110203	61511	61550	2015	6	2	240150642	160120693	232173269	263114178	2	158	5	170	12	13.517	184	132.01	NA	31.31	-100.70	25.2	56	20.75	17.96971496	NA	2	1															
212110204	61511	61511	2015	6	2	240150642	160120693	240150642	160120693	1	158	5	170	12	13.517	65	7.86	NA	NA	NA	23.9	50	17	16.49071348	NA	1	2															
212110205	61511	61550	2015	6	2	240150642	160120693	232173269	160120693	2	158	5	170	12	13.517	187	22.14	NA	125.57	103.43	24.1	56	20	17.32020719	NA	2	1															
212110206	61511	61511	2015	6	2	240150642	160120693	240150642	240151835	1	158	5	170	12	13.517	226	37.82	NA	43.95	6.13	24.9	50	17.5	16.97573447	NA	1	2															
212110207	61516	61516	2015	6	2	240150055	263113822	240150055	263113822	1	158	4	170	12	14.183	119	3.23	NA	50.67	47.44	25.9	62	23.4	18.30167764	NA	1	1															
212110208	61516	61548	2015	6	2	240150055	263113822	239160801	NA	2	158	4	170	12	14.183	62	3.29	NA	41.41	38.12	24.9	56	23.25	20.13474086	NA	1	1															
212110209	61516	61516	2015	6	2	240150055	263113822	240150055	263113822	1	158	4	170	12	14.183	30	1.73	NA	58.55	56.82	26.4	58	24	20.0668434	NA	1	1															
212110210	61516	61548	2015	6	2	240150055	263113822	239160801	263113821	2	158	4	170	12	14.183	86	0.77	NA	47.74	46.97	25.5	58	22.75	19.0216953	NA	2	1															
212110211	61517	NA	2015	6	2	263114412	239159759	NA	NA	2	158	5	170	12	14.917	220	14.09	NA	17.25	3.16	26.2	58	23	19.23072492	NA	NA	NA															
212110212	61517	61517	2015	6	2	263114412	239159759	263114412	NA	1	158	5	170	12	14.917	164	2.53	NA	40.30	37.76	25.7	57	22.75	19.35574723	NA	2	1															
212110213	61517	61517	2015	6	2	263114412	239159759	263114412	239159759	1	158	5	170	12	14.917	126	3.71	NA	16.05	12.34	27.1	63	25	19.24239903	NA	1	1															
212110214	61517	NA	2015	6	2	263114412	239159759	NA	NA	2	158	5	170	12	14.917	85	3.53	NA	58.48	54.95	26	57	22.75	19.35574723	NA	NA	NA															
212110215	61517	NA	2015	6	2	263114412	239159759	NA	NA	2	158	5	170	12	14.917	52	1.90	NA	31.70	29.80	26.8	57	23.25	19.78114827	NA	NA	NA															
263114466	61518	61539	2015	6	2	259122326	263113812	160120226	240150058	2	155	5	167	12	13.367	NA	1.62	NA	60.61	58.99	24.5	55	20	17.63543908	NA	2	1															
263114467	61518	61518	2015	6	2	259122326	263113812	259122326	263113812	1	155	5	167	12	13.367	122	NA	NA	87.08	NA	25.3	57	22.5	19.14304671	NA	1	1															
263114468	61518	61539	2015	6	2	259122326	263113812	160120226	NA	2	155	5	167	12	13.367	94	0.96	NA	56.27	55.31	23.3	46	18.25	19.24429135	NA	2	1															
263114469	61518	61539	2015	6	2	259122326	263113812	160120226	263114425	2	155	5	167	12	13.367	43	10.57	NA	39.55	28.98	23.8	54	21	18.8604698	NA	1	1															
263114470	61518	NA	2015	6	2	259122326	263113812	NA	NA	2	155	5	167	12	13.367	56	11.76	NA	54.95	43.19	25	56.5	22.25	19.09804032	NA	NA	NA															
263114459	61523	61523	2015	6	2	246151951	263113819	246151951	259122676	1	155	7	167	12	12.667	42	1.99	NA	92.17	90.18	24.1	53	19	17.38652756	NA	2	2															
263114460	61523	NA	2015	6	2	246151951	263113819	NA	NA	2	155	7	167	12	12.667	113	9.16	NA	81.47	72.31	25.4	56	21.5	18.61922273	NA	NA	NA															
263114461	61523	61523	2015	6	2	246151951	263113819	NA	NA	1	155	7	167	12	12.667	123	35.34	NA	91.31	55.96	25.1	53	20.5	18.75914816	NA	NA	1															
263114462	61523	61523	2015	6	2	246151951	263113819	246151951	263113819	1	155	7	167	12	12.667	52	4.35	NA	64.21	59.87	24.2	51	22	20.92205788	NA	1	2															
263114463	61523	NA	2015	6	2	246151951	263113819	NA	NA	2	155	7	167	12	12.667	42	5.07	NA	71.63	66.56	24.7	56	21	18.18621755	NA	NA	NA															
263114464	61523	NA	2015	6	2	246151951	263113819	NA	NA	2	155	7	167	12	12.667	52	11.43	NA	85.06	73.64	24.2	51	20.5	19.49555393	NA	NA	NA															
263114465	61523	61523	2015	6	2	246151951	263113819	246151951	263113819	1	155	7	167	12	12.667	30	2.74	NA	49.65	46.90	23.8	45	19.5	21.01979941	NA	1	1															
263113896	61524	615106	2015	6	2	240150052	239160674	160120626	NA	2	157	3	169	12	14.617	108	4.60	NA	7.39	2.79	26.3	57	25.25	21.48275242	NA	2	1															
263113897	61524	615106	2015	6	2	240150052	239160674	160120626	NA	2	157	3	169	12	14.617	43	3.66	NA	27.19	23.52	25.9	58	22.75	19.0216953	NA	2	1															
263113898	61524	61524	2015	6	2	240150052	239160674	240150052	239160704	1	157	3	169	12	14.617	54	12.33	NA	35.67	23.34	25.6	58	22.25	18.60363607	NA	2	1															
