Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Sample,Cq_mu,Cq_sd,cq_cv,Cq_relative,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
P4,FALSE,118,Target 1,Unknown,SYBR,14.13722206,0.985310681,1.734740887,Amp,FALSE,118,,,,,3,8,78.75395966,,,,,
P6,FALSE,118,Target 1,Unknown,SYBR,14.23500065,0.992042602,1.732732544,Amp,FALSE,118,,,,,3,8,78.61923218,,,,,
P8,FALSE,119,Target 1,Unknown,SYBR,12.71851653,0.982052019,1.727983341,Amp,FALSE,119,12.74,0.03,0.2,1.09,3,7,78.75395966,,,,,
P10,FALSE,119,Target 1,Unknown,SYBR,12.75486769,0.982801766,1.72889886,Amp,FALSE,119,,,,,3,7,78.75395966,,,,,
P12,FALSE,119,Target 1,Unknown,SYBR,Undetermined,0,0.766894836,No Amp,FALSE,119,,,,,3,24,76.59832764,67.57161713,,,,
P14,FALSE,120,Target 1,Unknown,SYBR,15.23143062,0.990750111,1.723787543,Amp,FALSE,120,15,0.23,1.51,1.29,3,9,78.62149811,,,,,
P16,FALSE,120,Target 1,Unknown,SYBR,14.78001244,0.993730302,1.73239084,Amp,FALSE,120,,,,,3,8,78.62149811,,,,,
P18,FALSE,120,Target 1,Unknown,SYBR,14.98406823,0.990530137,1.719874154,Amp,FALSE,120,,,,,3,9,78.75628662,,,,,
P20,FALSE,121,Target 1,Unknown,SYBR,12.18874926,0.980178887,1.700315727,Amp,FALSE,121,12.6,0.36,2.86,1.08,3,6,78.89107513,,,,,
P22,FALSE,121,Target 1,Unknown,SYBR,12.85802269,0.984787508,1.70254316,Amp,FALSE,121,,,,,3,7,78.75628662,,,,,
P24,FALSE,121,Target 1,Unknown,SYBR,12.75367344,0.984890884,1.699791529,Amp,FALSE,121,,,,,3,7,78.75628662,,,,,
A3,FALSE,Gold,Target 1,Unknown,SYBR,11.17858201,0.966621313,1.702074881,Amp,FALSE,Gold,11.64,0.49,4.19,1,3,5,78.88868713,,,,,
B3,FALSE,Gold,Target 1,Unknown,SYBR,11.60120466,0.987759963,1.707496502,Amp,FALSE,Gold,,,,,3,6,78.88868713,,,,,
C3,FALSE,Gold,Target 1,Unknown,SYBR,12.15243957,0.937781971,1.747172366,Amp,FALSE,Gold,,,,,3,8,78.75395966,,,,,
A1,FALSE,H20,Target 1,Negative Control,SYBR,Undetermined,0,1.096312987,No Amp,FALSE,H20,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3,21,79.02341461,72.42179108,,,,
B1,FALSE,H20,Target 1,Negative Control,SYBR,Undetermined,0,1.024985742,No Amp,FALSE,H20,,,,,3,21,79.02341461,72.42179108,,,,
C1,FALSE,H20,Target 1,Negative Control,SYBR,Undetermined,0,1.045006839,No Amp,FALSE,H20,,,,,3,22,79.02341461,72.42179108,,,,
A5,FALSE,Std1,Target 1,Unknown,SYBR,20.74770806,0.989428632,1.711051941,Amp,FALSE,Std1,15.34,4.68,30.52,1.32,3,13,77.13723755,,,,,
B5,FALSE,Std1,Target 1,Unknown,SYBR,12.59782022,0.985017829,1.727011865,Amp,FALSE,Std1,,,,,3,7,78.75395966,,,,,
C5,FALSE,Std1,Target 1,Unknown,SYBR,12.67840924,0.985805078,1.732626973,Amp,FALSE,Std1,,,,,3,7,78.75395966,,,,,
A7,FALSE,Std2,Target 1,Unknown,SYBR,13.04852602,0.989145221,1.72116596,Amp,FALSE,Std2,13.21,0.14,1.06,1.13,3,7,78.75395966,,,,,
B7,FALSE,Std2,Target 1,Unknown,SYBR,13.27543245,0.986015101,1.724368908,Amp,FALSE,Std2,,,,,3,8,78.75395966,,,,,
C7,FALSE,Std2,Target 1,Unknown,SYBR,13.30565397,0.987981066,1.727236964,Amp,FALSE,Std2,,,,,3,8,78.75395966,,,,,
A9,FALSE,Std3,Target 1,Unknown,SYBR,14.12457895,0.990400266,1.725896642,Amp,FALSE,Std3,14.28,0.22,1.52,1.23,3,8,78.61923218,,,,,
B9,FALSE,Std3,Target 1,Unknown,SYBR,14.18567402,0.991973193,1.728786236,Amp,FALSE,Std3,,,,,3,8,78.61923218,,,,,
C9,FALSE,Std3,Target 1,Unknown,SYBR,14.52656566,0.991034574,1.740550423,Amp,FALSE,Std3,,,,,3,9,78.61923218,,,,,
A11,FALSE,Std4,Target 1,Unknown,SYBR,15.21512684,0.987948574,1.731452068,Amp,FALSE,Std4,15.28,0.21,1.34,1.31,3,9,78.61923218,,,,,
B11,FALSE,Std4,Target 1,Unknown,SYBR,15.1117285,0.991517355,1.737466627,Amp,FALSE,Std4,,,,,3,9,78.61923218,,,,,
C11,FALSE,Std4,Target 1,Unknown,SYBR,15.50715251,0.991408716,1.739722975,Amp,FALSE,Std4,,,,,3,9,78.4845047,,,,,
A13,FALSE,Std5,Target 1,Unknown,SYBR,13.11438907,0.9926817,1.729022253,Amp,FALSE,Std5,13.15,0.15,1.16,1.13,3,7,78.62149811,,,,,
B13,FALSE,Std5,Target 1,Unknown,SYBR,13.01452462,0.990537896,1.730283707,Amp,FALSE,Std5,,,,,3,7,78.62149811,,,,,
C13,FALSE,Std5,Target 1,Unknown,SYBR,13.31461063,0.987922677,1.729600786,Amp,FALSE,Std5,,,,,3,7,78.62149811,,,,,
