Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Cq_mu,Cq_sd,cq_cv,Cq_relative,Baseline Start,Baseline End,Tm1,Tm2,Curve Quality,Result Quality Issues
A15,FALSE,1,Target 1,Unknown,SYBR,12.17895557,0.981885752,1.713372054,Amp,FALSE,12.38,0.23,1.87,1.10,3,6,78.62545776,,,
B15,FALSE,1,Target 1,Unknown,SYBR,12.33014394,0.980001477,1.716850955,Amp,FALSE,,,,,3,6,78.62545776,,,
C15,FALSE,1,Target 1,Unknown,SYBR,12.63298533,0.984120769,1.717950329,Amp,FALSE,,,,,3,7,78.62545776,,,
A17,FALSE,2,Target 1,Unknown,SYBR,13.48382037,0.987534818,1.721172597,Amp,FALSE,13.76,0.29,2.13,1.23,3,7,78.49066162,,,
B17,FALSE,2,Target 1,Unknown,SYBR,14.068156,0.958798532,1.70670179,Amp,FALSE,,,,,3,9,78.49066162,,,
C17,FALSE,2,Target 1,Unknown,SYBR,13.72821096,0.990423037,1.721478968,Amp,FALSE,,,,,3,7,78.49066162,,,
A19,FALSE,3,Target 1,Unknown,SYBR,12.3045783,0.978598459,1.701673472,Amp,FALSE,12.45,0.18,1.42,1.11,3,6,78.62545776,,,
B19,FALSE,3,Target 1,Unknown,SYBR,12.39891254,0.980873766,1.710969157,Amp,FALSE,,,,,3,7,78.76024628,,,
C19,FALSE,3,Target 1,Unknown,SYBR,12.64735096,0.972268563,1.712170636,Amp,FALSE,,,,,3,6,78.62545776,,,
A21,FALSE,4,Target 1,Unknown,SYBR,13.62355822,0.976555329,1.699020352,Amp,FALSE,15.19,2.63,17.32,1.35,3,7,78.62545776,,,
B21,FALSE,4,Target 1,Unknown,SYBR,13.71247144,0.988378838,1.711766667,Amp,FALSE,,,,,3,9,78.62545776,,,
C21,FALSE,4,Target 1,Unknown,SYBR,18.22231548,0.987551337,1.696691328,Amp,FALSE,,,,,3,11,77.41230011,,,
A23,FALSE,5,Target 1,Unknown,SYBR,13.33653596,0.967923197,1.686669797,Amp,FALSE,13.49,0.18,1.37,1.20,3,7,78.76024628,,,
B23,FALSE,5,Target 1,Unknown,SYBR,13.43684443,0.988826861,1.702420045,Amp,FALSE,,,,,3,8,78.76024628,,,
C23,FALSE,5,Target 1,Unknown,SYBR,13.69394866,0.973064057,1.694886556,Amp,FALSE,,,,,3,7,78.76024628,69.18983459,,
A2,FALSE,6,Target 1,Unknown,SYBR,12.60015087,0.961894522,1.724928801,Amp,FALSE,12.97,0.36,2.79,1.15,3,7,78.89620209,,,
B2,FALSE,6,Target 1,Unknown,SYBR,12.97224807,0.981471839,1.71838202,Amp,FALSE,,,,,3,7,78.76142883,,,
C2,FALSE,6,Target 1,Unknown,SYBR,13.32479997,0.959774375,1.711839185,Amp,FALSE,,,,,3,7,78.76142883,,,
A4,FALSE,7,Target 1,Unknown,SYBR,11.98016139,0.987104295,1.716586163,Amp,FALSE,13.14,1.68,12.76,1.17,3,6,78.89620209,,,
B4,FALSE,7,Target 1,Unknown,SYBR,15.06607996,0.969173757,1.595967361,Amp,FALSE,,,,,3,8,78.49187469,,,
C4,FALSE,7,Target 1,Unknown,SYBR,12.38332392,0.976244765,1.727268297,Amp,FALSE,,,,,3,6,78.76142883,,,
A6,FALSE,8,Target 1,Unknown,SYBR,11.67070227,0.985919294,1.700278648,Amp,FALSE,12.01,0.30,2.50,1.07,3,6,78.76142883,,,
B6,FALSE,8,Target 1,Unknown,SYBR,12.09758304,0.971980707,1.703195309,Amp,FALSE,,,,,3,6,78.89620209,,,
C6,FALSE,8,Target 1,Unknown,SYBR,12.24875521,0.97984733,1.715469258,Amp,FALSE,,,,,3,6,78.76142883,,,
A8,FALSE,9,Target 1,Unknown,SYBR,17.52226571,0.9791558,1.628073394,Amp,FALSE,17.44,0.34,1.94,1.55,3,10,76.33544922,,,
B8,FALSE,9,Target 1,Unknown,SYBR,17.73529669,0.985857807,1.641771889,Amp,FALSE,,,,,3,11,76.33544922,,,
C8,FALSE,9,Target 1,Unknown,SYBR,17.07353402,0.977915388,1.664656438,Amp,FALSE,,,,,3,9,76.8745575,,,
A10,FALSE,10,Target 1,Unknown,SYBR,13.04267678,0.974674651,1.709625342,Amp,FALSE,13.16,0.10,0.75,1.17,3,7,78.76142883,,,
B10,FALSE,10,Target 1,Unknown,SYBR,13.21857015,0.987122719,1.714364752,Amp,FALSE,,,,,3,7,78.62664795,,,
C10,FALSE,10,Target 1,Unknown,SYBR,13.20742458,0.986158143,1.718583993,Amp,FALSE,,,,,3,7,78.62664795,,,
A12,FALSE,11,Target 1,Unknown,SYBR,12.1370914,0.983234666,1.686217513,Amp,FALSE,12.20,0.22,1.81,1.09,3,6,78.62664795,,,
B12,FALSE,11,Target 1,Unknown,SYBR,12.44864145,0.986860278,1.716513264,Amp,FALSE,,,,,3,7,78.49187469,,,
C12,FALSE,11,Target 1,Unknown,SYBR,12.02180393,0.987674759,1.72173517,Amp,FALSE,,,,,3,6,78.62664795,,,
A14,FALSE,12,Target 1,Unknown,SYBR,12.45751515,0.988004441,1.718244554,Amp,FALSE,13.21,0.66,4.99,1.18,3,7,78.76024628,,,
B14,FALSE,12,Target 1,Unknown,SYBR,13.69455129,0.981280926,1.714832712,Amp,FALSE,,,,,3,7,78.49066162,,,
C14,FALSE,12,Target 1,Unknown,SYBR,13.46902131,0.98967781,1.708717355,Amp,FALSE,,,,,3,7,78.49066162,,,
A16,FALSE,13,Target 1,Unknown,SYBR,12.10069825,0.986529378,1.719638379,Amp,FALSE,12.33,0.22,1.81,1.10,3,6,78.76024628,,,
B16,FALSE,13,Target 1,Unknown,SYBR,12.35139836,0.980083504,1.715462751,Amp,FALSE,,,,,3,6,78.76024628,,,
C16,FALSE,13,Target 1,Unknown,SYBR,12.54527358,0.977017433,1.721648459,Amp,FALSE,,,,,3,6,78.62545776,,,
A18,FALSE,14,Target 1,Unknown,SYBR,12.06120845,0.972158709,1.700155034,Amp,FALSE,12.13,0.10,0.86,1.08,3,6,78.62545776,,,
B18,FALSE,14,Target 1,Unknown,SYBR,12.25066839,0.981190375,1.718445168,Amp,FALSE,,,,,3,6,78.76024628,,,
C18,FALSE,14,Target 1,Unknown,SYBR,12.08194735,0.979839133,1.71799449,Amp,FALSE,,,,,3,6,78.62545776,,,
A20,FALSE,15,Target 1,Unknown,SYBR,12.59342765,0.983900356,1.714377339,Amp,FALSE,12.93,0.31,2.36,1.15,3,6,78.76024628,,,
B20,FALSE,15,Target 1,Unknown,SYBR,13.02172202,0.974959564,1.706181424,Amp,FALSE,,,,,3,6,78.76024628,,,
C20,FALSE,15,Target 1,Unknown,SYBR,13.18418014,0.986228353,1.714842442,Amp,FALSE,,,,,3,7,78.62545776,,,
A22,FALSE,16,Target 1,Unknown,SYBR,13.69765619,0.986640258,1.686268841,Amp,FALSE,14.01,0.33,2.37,1.25,3,8,78.62545776,,,
B22,FALSE,16,Target 1,Unknown,SYBR,13.98407203,0.982215359,1.688125237,Amp,FALSE,,,,,3,7,78.62545776,,,
C22,FALSE,16,Target 1,Unknown,SYBR,14.35922014,0.988225862,1.711188222,Amp,FALSE,,,,,3,8,78.49066162,,,
A24,FALSE,17,Target 1,Unknown,SYBR,13.98890903,0.984717192,1.704458587,Amp,FALSE,14.33,0.30,2.11,1.28,3,9,78.62545776,,,
B24,FALSE,17,Target 1,Unknown,SYBR,14.45640287,0.977261847,1.699619133,Amp,FALSE,,,,,3,7,78.62545776,,,
C24,FALSE,17,Target 1,Unknown,SYBR,14.55373975,0.986544665,1.692612899,Amp,FALSE,,,,,3,8,78.49066162,,,
D1,FALSE,18,Target 1,Unknown,SYBR,12.27363442,0.979420826,1.698514026,Amp,FALSE,12.77,0.44,3.42,1.14,3,6,79.03097534,,,
E1,FALSE,18,Target 1,Unknown,SYBR,12.9487711,0.988289327,1.702991659,Amp,FALSE,,,,,3,7,78.76142883,,,
F1,FALSE,18,Target 1,Unknown,SYBR,13.09166626,0.984867641,1.69250206,Amp,FALSE,,,,,3,7,78.76142883,,,
D3,FALSE,19,Target 1,Unknown,SYBR,12.40205462,0.988000529,1.68806201,Amp,FALSE,12.67,0.24,1.88,1.13,3,7,78.89620209,,,
E3,FALSE,19,Target 1,Unknown,SYBR,12.85645322,0.987969092,1.705534719,Amp,FALSE,,,,,3,7,78.76142883,,,
F3,FALSE,19,Target 1,Unknown,SYBR,12.75419021,0.989904209,1.716620875,Amp,FALSE,,,,,3,7,78.76142883,,,
D5,FALSE,20,Target 1,Unknown,SYBR,14.57647005,0.978710224,1.72314044,Amp,FALSE,15.05,0.44,2.94,1.34,3,8,78.62664795,,,
E5,FALSE,20,Target 1,Unknown,SYBR,15.1289736,0.988120203,1.721625671,Amp,FALSE,,,,,3,8,78.49187469,,,
F5,FALSE,20,Target 1,Unknown,SYBR,15.45221098,0.982051082,1.715277881,Amp,FALSE,,,,,3,9,78.49187469,,,
D7,FALSE,21,Target 1,Unknown,SYBR,15.37434892,0.975673952,1.672246688,Amp,FALSE,13.72,1.44,10.52,1.22,3,7,77.54843903,,,
E7,FALSE,21,Target 1,Unknown,SYBR,12.73951514,0.989941346,1.714948556,Amp,FALSE,,,,,3,6,78.62664795,,,
F7,FALSE,21,Target 1,Unknown,SYBR,13.03618037,0.985456138,1.711682836,Amp,FALSE,,,,,3,7,78.62664795,,,
D9,FALSE,22,Target 1,Unknown,SYBR,11.88433985,0.987487685,1.719115945,Amp,FALSE,12.16,0.32,2.67,1.08,3,6,78.76142883,,,
E9,FALSE,22,Target 1,Unknown,SYBR,12.06632924,0.985173209,1.718218515,Amp,FALSE,,,,,3,6,78.76142883,,,
F9,FALSE,22,Target 1,Unknown,SYBR,12.51491974,0.988474251,1.715805557,Amp,FALSE,,,,,3,6,78.76142883,,,
D11,FALSE,23,Target 1,Unknown,SYBR,12.14274849,0.980052924,1.71679626,Amp,FALSE,12.57,0.37,2.97,1.12,3,6,78.76142883,,,
E11,FALSE,23,Target 1,Unknown,SYBR,12.82777174,0.982173655,1.715811383,Amp,FALSE,,,,,3,6,78.76142883,,,
F11,FALSE,23,Target 1,Unknown,SYBR,12.7454532,0.985587141,1.727126576,Amp,FALSE,,,,,3,6,78.76142883,,,
D13,FALSE,24,Target 1,Unknown,SYBR,14.55920309,0.991016799,1.716344399,Amp,FALSE,14.99,0.38,2.56,1.34,3,8,78.49066162,,,
E13,FALSE,24,Target 1,Unknown,SYBR,15.29316241,0.988281751,1.722774031,Amp,FALSE,,,,,3,8,78.35586548,,,
F13,FALSE,24,Target 1,Unknown,SYBR,15.11905132,0.989570281,1.732811192,Amp,FALSE,,,,,3,9,78.49066162,,,
D15,FALSE,25,Target 1,Unknown,SYBR,12.28070077,0.976987602,1.716577407,Amp,FALSE,12.74,0.40,3.11,1.13,3,6,78.62545776,,,
E15,FALSE,25,Target 1,Unknown,SYBR,12.99039244,0.988608238,1.717147615,Amp,FALSE,,,,,3,6,78.49066162,,,
F15,FALSE,25,Target 1,Unknown,SYBR,12.94075978,0.984459152,1.718965807,Amp,FALSE,,,,,3,7,78.62545776,,,
D17,FALSE,26,Target 1,Unknown,SYBR,12.60965889,0.979624634,1.721112752,Amp,FALSE,12.70,0.37,2.91,1.13,3,7,78.62545776,,,
E17,FALSE,26,Target 1,Unknown,SYBR,12.38013726,0.984496001,1.712495306,Amp,FALSE,,,,,3,6,78.76024628,,,
F17,FALSE,26,Target 1,Unknown,SYBR,13.10264139,0.983829452,1.721974371,Amp,FALSE,,,,,3,7,78.62545776,,,
D19,FALSE,27,Target 1,Unknown,SYBR,13.7678207,0.978509768,1.700345423,Amp,FALSE,14.12,0.35,2.50,1.26,3,7,78.76024628,,,
E19,FALSE,27,Target 1,Unknown,SYBR,14.47484217,0.989805046,1.717545793,Amp,FALSE,,,,,3,8,78.62545776,,,
F19,FALSE,27,Target 1,Unknown,SYBR,14.11411255,0.990571943,1.735976012,Amp,FALSE,,,,,3,7,78.62545776,,,
D21,FALSE,28,Target 1,Unknown,SYBR,12.63800616,0.969087366,1.69784499,Amp,FALSE,12.83,0.23,1.77,1.14,3,6,78.76024628,,,
E21,FALSE,28,Target 1,Unknown,SYBR,13.07804418,0.982507202,1.709362126,Amp,FALSE,,,,,3,6,78.62545776,,,
F21,FALSE,28,Target 1,Unknown,SYBR,12.75935275,0.98289334,1.709987332,Amp,FALSE,,,,,3,8,78.89504242,,,
D23,FALSE,29,Target 1,Unknown,SYBR,11.15576695,0.981449363,1.710315015,Amp,FALSE,11.75,0.52,4.41,1.05,3,5,79.02983856,,,
E23,FALSE,29,Target 1,Unknown,SYBR,12.09560351,0.968059746,1.686571625,Amp,FALSE,,,,,3,6,78.89504242,,,
F23,FALSE,29,Target 1,Unknown,SYBR,12.00436234,0.977060831,1.698802613,Amp,FALSE,,,,,3,6,78.89504242,,,
D2,FALSE,30,Target 1,Unknown,SYBR,12.55612363,0.97422943,1.704844092,Amp,FALSE,12.68,0.20,1.56,1.13,3,7,78.89620209,,,
E2,FALSE,30,Target 1,Unknown,SYBR,12.91090862,0.992249847,1.703352398,Amp,FALSE,,,,,3,7,78.76142883,,,
F2,FALSE,30,Target 1,Unknown,SYBR,12.58378469,0.982677779,1.703649426,Amp,FALSE,,,,,3,7,78.89620209,,,
D4,FALSE,31,Target 1,Unknown,SYBR,11.98863939,0.986746912,1.715185228,Amp,FALSE,11.96,0.02,0.18,1.07,3,6,78.76142883,,,
E4,FALSE,31,Target 1,Unknown,SYBR,11.94872608,0.983156324,1.707516065,Amp,FALSE,,,,,3,6,78.89620209,,,
F4,FALSE,31,Target 1,Unknown,SYBR,11.95750943,0.987357014,1.702749744,Amp,FALSE,,,,,3,6,78.89620209,,,
D6,FALSE,32,Target 1,Unknown,SYBR,12.00876672,0.987340779,1.714552242,Amp,FALSE,12.37,0.31,2.50,1.10,3,6,78.89620209,,,
E6,FALSE,32,Target 1,Unknown,SYBR,12.54339312,0.985788743,1.715210845,Amp,FALSE,,,,,3,7,78.76142883,,,
F6,FALSE,32,Target 1,Unknown,SYBR,12.54389893,0.987709675,1.713743761,Amp,FALSE,,,,,3,6,78.76142883,,,
D8,FALSE,33,Target 1,Unknown,SYBR,14.82932737,0.98541433,1.676372624,Amp,FALSE,13.25,1.37,10.34,1.18,3,8,77.81799316,,,
E8,FALSE,33,Target 1,Unknown,SYBR,12.36420421,0.986819656,1.713879348,Amp,FALSE,,,,,3,6,78.76142883,,,
F8,FALSE,33,Target 1,Unknown,SYBR,12.55958028,0.978455917,1.717870627,Amp,FALSE,,,,,3,7,78.76142883,,,
D10,FALSE,34,Target 1,Unknown,SYBR,12.00886787,0.986968275,1.724065788,Amp,FALSE,12.05,0.20,1.69,1.07,3,6,78.76142883,,,
E10,FALSE,34,Target 1,Unknown,SYBR,12.27386599,0.980648067,1.693101276,Amp,FALSE,,,,,3,6,78.76142883,,,
F10,FALSE,34,Target 1,Unknown,SYBR,11.87342059,0.988266099,1.72667433,Amp,FALSE,,,,,3,6,78.89620209,,,
D12,FALSE,35,Target 1,Unknown,SYBR,12.18102133,0.991131577,1.723896881,Amp,FALSE,13.29,1.78,13.41,1.18,3,6,78.76142883,,,
E12,FALSE,35,Target 1,Unknown,SYBR,12.34320126,0.984553257,1.720887417,Amp,FALSE,,,,,3,7,78.76142883,,,
F12,FALSE,35,Target 1,Unknown,SYBR,15.34611175,0.988598097,1.715405113,Amp,FALSE,,,,,3,9,77.81799316,,,
D14,FALSE,36,Target 1,Unknown,SYBR,12.36712635,0.98584708,1.723175426,Amp,FALSE,13.60,1.77,13.04,1.21,3,7,78.62545776,,,
E14,FALSE,36,Target 1,Unknown,SYBR,12.80657759,0.99183384,1.723575332,Amp,FALSE,,,,,3,7,78.62545776,,,
F14,FALSE,36,Target 1,Unknown,SYBR,15.63505507,0.991920799,1.723944132,Amp,FALSE,,,,,3,9,77.6818924,,,
D16,FALSE,37,Target 1,Unknown,SYBR,12.3548235,0.98481571,1.72144507,Amp,FALSE,12.46,0.19,1.53,1.11,3,6,78.76024628,,,
E16,FALSE,37,Target 1,Unknown,SYBR,12.3464427,0.983121216,1.720276342,Amp,FALSE,,,,,3,6,78.76024628,,,
F16,FALSE,37,Target 1,Unknown,SYBR,12.68001008,0.99397609,1.730234974,Amp,FALSE,,,,,3,7,78.62545776,,,
D18,FALSE,38,Target 1,Unknown,SYBR,12.58017249,0.989343366,1.710728793,Amp,FALSE,12.61,0.29,2.30,1.12,3,6,78.76024628,,,
E18,FALSE,38,Target 1,Unknown,SYBR,12.34234819,0.968818196,1.715384108,Amp,FALSE,,,,,3,6,78.89504242,,,
F18,FALSE,38,Target 1,Unknown,SYBR,12.91932559,0.968840843,1.702375291,Amp,FALSE,,,,,3,8,78.76024628,,,
D20,FALSE,39,Target 1,Unknown,SYBR,13.07211959,0.978943063,1.713346655,Amp,FALSE,13.15,0.10,0.79,1.17,3,7,78.76024628,,,
E20,FALSE,39,Target 1,Unknown,SYBR,13.11476889,0.980284433,1.716437428,Amp,FALSE,,,,,3,6,78.76024628,,,
F20,FALSE,39,Target 1,Unknown,SYBR,13.26904332,0.974291384,1.721118381,Amp,FALSE,,,,,3,8,78.89504242,,,
D22,FALSE,40,Target 1,Unknown,SYBR,12.16415059,0.979668289,1.702710564,Amp,FALSE,12.47,0.27,2.21,1.11,3,6,79.02983856,,,
E22,FALSE,40,Target 1,Unknown,SYBR,12.69938273,0.982156615,1.70744862,Amp,FALSE,,,,,3,6,78.89504242,,,
F22,FALSE,40,Target 1,Unknown,SYBR,12.54101409,0.988015968,1.707884617,Amp,FALSE,,,,,3,6,78.89504242,,,
D24,FALSE,41,Target 1,Unknown,SYBR,13.37416475,0.98467902,1.711300606,Amp,FALSE,13.53,0.20,1.49,1.21,3,7,78.89504242,,,
E24,FALSE,41,Target 1,Unknown,SYBR,13.75945049,0.98486625,1.70886236,Amp,FALSE,,,,,3,7,78.76024628,,,
F24,FALSE,41,Target 1,Unknown,SYBR,13.46507775,0.989808347,1.713688277,Amp,FALSE,,,,,3,7,78.76024628,,,
G1,FALSE,42,Target 1,Unknown,SYBR,16.05052339,0.988140421,1.699980753,Amp,FALSE,16.58,0.49,2.94,1.48,3,9,78.35710144,,,
H1,FALSE,42,Target 1,Unknown,SYBR,17.00810087,0.837162579,1.649731597,Amp,FALSE,,,,,3,12,78.35710144,,,
I1,FALSE,42,Target 1,Unknown,SYBR,16.69323821,0.990014104,1.703828099,Amp,FALSE,,,,,3,10,78.35710144,,,
G3,FALSE,43,Target 1,Unknown,SYBR,12.55485136,0.985020403,1.709467429,Amp,FALSE,12.83,0.33,2.56,1.14,3,6,79.03097534,,,
H3,FALSE,43,Target 1,Unknown,SYBR,12.75341905,0.991375882,1.719637918,Amp,FALSE,,,,,3,7,78.89620209,,,
I3,FALSE,43,Target 1,Unknown,SYBR,13.1955777,0.986640333,1.708607181,Amp,FALSE,,,,,3,7,78.89620209,,,
G5,FALSE,44,Target 1,Unknown,SYBR,13.02496145,0.982510958,1.719339561,Amp,FALSE,13.42,0.52,3.90,1.19,3,7,78.89620209,,,
H5,FALSE,44,Target 1,Unknown,SYBR,13.2163951,0.982664469,1.71695959,Amp,FALSE,,,,,3,8,78.89620209,,,
I5,FALSE,44,Target 1,Unknown,SYBR,14.01146997,0.983015773,1.708047905,Amp,FALSE,,,,,3,8,78.62664795,,,
G7,FALSE,45,Target 1,Unknown,SYBR,13.94840502,0.987721628,1.718095936,Amp,FALSE,14.42,0.74,5.14,1.28,3,8,78.76142883,,,
H7,FALSE,45,Target 1,Unknown,SYBR,14.02738908,0.981253021,1.720960256,Amp,FALSE,,,,,3,7,78.76142883,,,
I7,FALSE,45,Target 1,Unknown,SYBR,15.26958693,0.987243149,1.716217697,Amp,FALSE,,,,,3,9,78.49187469,,,
G9,FALSE,46,Target 1,Unknown,SYBR,15.3718256,0.989254586,1.727205726,Amp,FALSE,15.40,0.05,0.29,1.37,3,9,78.62664795,,,
H9,FALSE,46,Target 1,Unknown,SYBR,15.45588228,0.991547319,1.728212368,Amp,FALSE,,,,,3,9,78.62664795,,,
I9,FALSE,46,Target 1,Unknown,SYBR,15.38566229,0.989194091,1.727385571,Amp,FALSE,,,,,3,8,78.76142883,,,
G11,FALSE,47,Target 1,Unknown,SYBR,12.70169866,0.988341195,1.729586983,Amp,FALSE,12.96,0.35,2.71,1.15,3,7,78.89620209,,,
H11,FALSE,47,Target 1,Unknown,SYBR,12.82219005,0.98834024,1.72351991,Amp,FALSE,,,,,3,7,78.89620209,,,
I11,FALSE,47,Target 1,Unknown,SYBR,13.36120363,0.977100321,1.720483407,Amp,FALSE,,,,,3,7,78.76142883,,,
G13,FALSE,48,Target 1,Unknown,SYBR,13.91589798,0.987132748,1.721679443,Amp,FALSE,14.34,0.49,3.44,1.28,3,8,78.76024628,,,
H13,FALSE,48,Target 1,Unknown,SYBR,14.23398385,0.990020228,1.728346608,Amp,FALSE,,,,,3,8,78.62545776,,,
I13,FALSE,48,Target 1,Unknown,SYBR,14.8838126,0.984318411,1.70233746,Amp,FALSE,,,,,3,8,78.62545776,,,
G15,FALSE,49,Target 1,Unknown,SYBR,14.35286275,0.990127449,1.72836825,Amp,FALSE,14.59,0.33,2.25,1.30,3,8,78.62545776,,,
H15,FALSE,49,Target 1,Unknown,SYBR,14.45200641,0.987229981,1.726802401,Amp,FALSE,,,,,3,8,78.62545776,,,
I15,FALSE,49,Target 1,Unknown,SYBR,14.96359625,0.986514157,1.733013455,Amp,FALSE,,,,,3,9,78.49066162,,,
G17,FALSE,50,Target 1,Unknown,SYBR,12.81268525,0.990366792,1.724881544,Amp,FALSE,12.98,0.18,1.39,1.16,3,8,78.76024628,,,
H17,FALSE,50,Target 1,Unknown,SYBR,12.94826647,0.980195714,1.74109416,Amp,FALSE,,,,,3,8,78.76024628,,,
I17,FALSE,50,Target 1,Unknown,SYBR,13.16935009,0.986173843,1.716595051,Amp,FALSE,,,,,3,7,78.62545776,,,
G19,FALSE,51,Target 1,Unknown,SYBR,13.71636298,0.983432048,1.717732504,Amp,FALSE,14.15,0.54,3.81,1.26,3,7,78.76024628,,,
H19,FALSE,51,Target 1,Unknown,SYBR,13.97615927,0.989346162,1.722148381,Amp,FALSE,,,,,3,8,78.76024628,,,
I19,FALSE,51,Target 1,Unknown,SYBR,14.7524849,0.988896666,1.715642008,Amp,FALSE,,,,,3,9,78.62545776,,,
G21,FALSE,52,Target 1,Unknown,SYBR,14.12300239,0.979111857,1.714418906,Amp,FALSE,14.54,0.49,3.39,1.29,3,8,78.89504242,,,
H21,FALSE,52,Target 1,Unknown,SYBR,14.40644937,0.988140164,1.701787322,Amp,FALSE,,,,,3,8,78.76024628,,,
I21,FALSE,52,Target 1,Unknown,SYBR,15.08185457,0.962462571,1.685613824,Amp,FALSE,,,,,3,9,78.62545776,,,
G23,FALSE,53,Target 1,Unknown,SYBR,13.22712691,0.974709673,1.713156065,Amp,FALSE,13.50,0.28,2.10,1.20,3,7,78.89504242,,,
H23,FALSE,53,Target 1,Unknown,SYBR,13.48683628,0.981449258,1.701984905,Amp,FALSE,,,,,3,8,78.76024628,,,
I23,FALSE,53,Target 1,Unknown,SYBR,13.7933295,0.983936223,1.712269005,Amp,FALSE,,,,,3,7,78.76024628,,,
G2,FALSE,54,Target 1,Unknown,SYBR,11.98148082,0.980249022,1.703766154,Amp,FALSE,12.28,0.33,2.67,1.09,3,6,79.03097534,,,
H2,FALSE,54,Target 1,Unknown,SYBR,12.24005544,0.987657634,1.705910327,Amp,FALSE,,,,,3,6,78.89620209,,,
I2,FALSE,54,Target 1,Unknown,SYBR,12.63326897,0.975130299,1.690884241,Amp,FALSE,,,,,3,7,78.89620209,,,
G4,FALSE,55,Target 1,Unknown,SYBR,13.22379346,0.979910464,1.714588292,Amp,FALSE,13.26,0.04,0.29,1.18,3,7,78.76142883,,,
H4,FALSE,55,Target 1,Unknown,SYBR,13.29972939,0.98015361,1.714806838,Amp,FALSE,,,,,3,7,78.89620209,,,
I4,FALSE,55,Target 1,Unknown,SYBR,13.2501243,0.988987331,1.71810738,Amp,FALSE,,,,,3,7,78.89620209,,,
G6,FALSE,56,Target 1,Unknown,SYBR,14.19909648,0.985329848,1.717638423,Amp,FALSE,14.42,0.43,3.00,1.28,3,8,78.89620209,,,
H6,FALSE,56,Target 1,Unknown,SYBR,14.13317662,0.99012251,1.725937799,Amp,FALSE,,,,,3,7,78.89620209,,,
I6,FALSE,56,Target 1,Unknown,SYBR,14.91367372,0.99121786,1.726881514,Amp,FALSE,,,,,3,8,78.62664795,,,
G8,FALSE,57,Target 1,Unknown,SYBR,13.77639315,0.990798063,1.728548146,Amp,FALSE,14.42,0.65,4.52,1.28,3,7,78.76142883,,,
H8,FALSE,57,Target 1,Unknown,SYBR,14.40321818,0.986952481,1.724435533,Amp,FALSE,,,,,3,8,78.62664795,,,
I8,FALSE,57,Target 1,Unknown,SYBR,15.08100169,0.987230403,1.723018894,Amp,FALSE,,,,,3,9,78.35710144,,,
