Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Cq_mu,Cq_sd,cq_cv,Cq_relative,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
B1,FALSE,H20,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,,,,,3,39,72.95780182,88.99046326,67.4339447,93.70594788,,
C1,FALSE,H20,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,,,,,3,39,72.95780182,90.7419281,85.89170837,82.52350616,,
A5,FALSE,Std1,Target 1,Unknown,SYBR,20.94481018,0.993052069,1.642221729,Amp,FALSE,21.06,0.1,0.48,1.06,3,15,76.19128418,,,,,
B5,FALSE,Std1,Target 1,Unknown,SYBR,21.1380473,0.992603828,1.631759304,Amp,FALSE,,,,,3,16,76.19128418,,,,,
C5,FALSE,Std1,Target 1,Unknown,SYBR,21.0871642,0.990227221,1.662443663,Amp,FALSE,,,,,3,15,76.19128418,,,,,
A7,FALSE,Std2,Target 1,Unknown,SYBR,22.0932754,0.994640177,1.644012573,Amp,FALSE,22.05,0.07,0.31,1.11,3,16,76.19128418,,,,,
B7,FALSE,Std2,Target 1,Unknown,SYBR,21.97262636,0.995476307,1.664584689,Amp,FALSE,,,,,3,16,76.19128418,,,,,
C7,FALSE,Std2,Target 1,Unknown,SYBR,22.09031688,0.995458806,1.665338283,Amp,FALSE,,,,,3,16,76.19128418,,,,,
A9,FALSE,Std3,Target 1,Unknown,SYBR,23.2983332,0.99633447,1.665211615,Amp,FALSE,23.32,0.05,0.2,1.18,3,17,76.19128418,,,,,
B9,FALSE,Std3,Target 1,Unknown,SYBR,23.36884918,0.996756501,1.669101672,Amp,FALSE,,,,,3,17,76.05654907,,,,,
C9,FALSE,Std3,Target 1,Unknown,SYBR,23.27794471,0.996035512,1.675385405,Amp,FALSE,,,,,3,17,76.19128418,,,,,
A11,FALSE,Std4,Target 1,Unknown,SYBR,24.24404963,0.995382055,1.631690003,Amp,FALSE,24.16,0.08,0.31,1.22,3,18,75.92182922,,,,,
B11,FALSE,Std4,Target 1,Unknown,SYBR,24.15674615,0.989520173,1.677622542,Amp,FALSE,,,,,3,18,76.19128418,,,,,
C11,FALSE,Std4,Target 1,Unknown,SYBR,24.09396664,0.994454043,1.677839986,Amp,FALSE,,,,,3,18,76.19128418,,,,,
A13,FALSE,Std5,Target 1,Unknown,SYBR,21.88931985,0.995988062,1.668473186,Amp,FALSE,22,0.1,0.44,1.11,3,16,76.32525635,,,,,
B13,FALSE,Std5,Target 1,Unknown,SYBR,22.06853611,0.995499813,1.66976531,Amp,FALSE,,,,,3,16,76.19050598,,,,,
C13,FALSE,Std5,Target 1,Unknown,SYBR,22.04419827,0.994221156,1.668469605,Amp,FALSE,,,,,3,16,76.05576324,,,,,
