pcr_date,pcr_primer,sample,sample_id,Cq,Cq_sd,nsamps,Cq_cv,Cq_relative,Cq_relative_sd3,Cq_relative_087
10/29/20,gadph,105,T_226,23.6568881,0.038608671,3,0.163202661,1.038557698,1.029020726,1.099346482
10/29/20,gadph,106,T_227,22.8820314,0.014310126,3,0.062538706,1.004540824,0.995316225,1.063338534
10/29/20,gadph,107,T_228,22.69785987,0.099309494,3,0.437528009,0.996455536,0.987305184,1.054779999
10/29/20,gadph,108,T_229,26.64557947,0.106242476,3,0.398724584,1.169763815,1.15902199,1.238232346
10/29/20,gadph,109,T_230,21.88980265,0.08242726,3,0.376555517,0.96098113,0.952156536,1.017229207
10/29/20,gadph,110,T_231,21.5623499,0.0607429,3,0.281708163,0.946605673,0.937913087,1.002012327
10/29/20,gadph,111,T_232,21.81250356,0.061915073,3,0.28385129,0.957587633,0.948794201,1.013637083
10/29/20,gadph,112,T_233,22.14316875,0.049556339,3,0.22379967,0.972104119,0.963177383,1.029003247
10/29/20,gadph,113,T_234,22.22984637,0.17513801,3,0.787850745,0.975909341,0.966947663,1.033031196
10/29/20,gadph,114,T_235,21.34119969,0.185660068,3,0.869960782,0.936896989,0.928293557,0.991735375
10/29/20,gadph,115,T_236,21.99341483,0.084189127,3,0.38279243,0.965529793,0.956663429,1.022044113
10/29/20,gadph,116,T_237,21.48446801,0.023058051,3,0.107324283,0.943186591,0.934525402,0.99839312
10/29/20,gadph,117,T_238,21.91689228,0.05553076,3,0.253369679,0.962170388,0.953334873,1.018488075
10/29/20,gadph,118,T_239,22.14372604,0.151846721,3,0.685732475,0.972128584,0.963201624,1.029029144
10/29/20,gadph,119,T_240,21.84992159,0.135570028,3,0.620460022,0.959230317,0.9504218,1.015375916
10/29/20,gadph,120,T_241,23.05599473,0.018964529,3,0.082254221,1.012177963,1.002883234,1.07142269
10/29/20,gadph,121,T_087,21.51904653,0.018220577,3,0.08467186,0.944704618,0.936029489,1
10/29/20,gadph,122,H20,NA,NA,NA,NA,NA,NA,NA
10/29/20,gadph,123,Std1,20.62141314,0.166906207,3,0.809382974,0.905297741,0.896984482,0.958286563
10/29/20,gadph,124,Std2,21.72571233,0.074351327,3,0.34222734,0.953777424,0.945018981,1.009603855
10/29/20,gadph,125,Std3,22.98971002,0.056768569,3,0.246930341,1.009268008,1,1.068342409
10/29/20,gadph,126,Std4,23.9474711,0.062277909,3,0.260060482,1.051314541,1.041660424,1.112850008
10/29/20,gadph,127,Std5,25.42719114,0.041666248,3,0.163864928,1.116275521,1.106024874,1.181613279
10/29/20,gadph,128,gold,22.7785978,0.005031017,3,0.022086595,1,0.990817099,1.058531927
